"ID","Predict"
"31","Strategic Gotdrawal of Agencies for Meaningful Placement Act of 2018 orSWAMP Act - Requires the Administrator of General Services to establish a process for Relocation of Headquarters. Requires the Administrator of General Services to establish a process for Relocation of Headquarters. Requires the Administrator of General Services to establish a process to issue a solicitation for the relocation of the headquarters of the headquarters of an Executive agency. Requires the Administrator of General Services to issue a solicitation for the relocation of the headquarters of an Executive agency. Requires the Administrator"
"32","Minority Business Development Improvements Act of 2010 - Authorizes the Director of the Minority Business Development Agency to establish the Minority Business Development program to assist qualified minority businesses. Authorizes the Director to enter into agreements with the United States government and any department. agency. or officer thereof having procurement powers for purposes of providing for the fulfillment of procurement contracts and providing opportunities for qualified minority businesses with regard to such contracts. Requires the Director to enter into agreements with the United States government and any department. agency. or officer thereof having procurement powers for purposes of providing for the fulfillment of procurement contracts and providing opportunities for"
"33","Climate Change Drinking Water Adaptation Research Act - Directs the Administrator of the Environmental Protection Agency (EPA) to establish and provide funding for a program of directed and applied research to be conducted through a nonprofit water research foundation and sponsored by drinking water utilities. to assist suppliers of drinking water to assist suppliers of drinking water in adapting to the effects of climate change. Directs the Administrator of the Environmental Protection Agency to establish and provide funding for a program of directed and applied research to be conducted through a nonprofit water research foundation and sponsored by drinking water research foundation and sponsored by drinking water utilities. Require"
"34","Amends the Internal Revenue Code to allow as a deduction for interest paid or accrued during the taxable year. Requires each corporation to be increased by the adjusted taxable income of the corporation during the taxable year; and (2) reduce the amount of the dividends paid by the corporation's qualified dividend account as of the close of the taxable year; and (2) reduce the amount of the dividends paid by the corporation's qualified dividend account as of the close of the taxable year; and (2) reduce the amount of the dividends paid by such corporation."
"35","Directs the Secretary of Labor to make a grant to an eligible university to establish the Center for the Study of Women and Workplace Policy (CDC) to compile and analyze available data and data sets on the difference between the earnings of men and women; (2) maintain a website to serve as a clearinghouse for the data and findings of relevant recent studies. Requires the Center to publish a best practices guide for businesses containing recommended guidelines for: (1) workplace equity. retaining women in the workplace; and fostering a family-friendly workplace"
"36","Small Business Access to Capital Act of 2009 - Amends the Small Business Investment Act of 1958 to revise the Small Business Investment Act of 1958 to revise the Small Business Investment Act of 1958 to revise the Small Business Investment Act of 1958 to revise the Small Business Investment Act of 1958 to authorize the Small Business Investment Act of 1958 to authorize the Small Business Investment Act to include the refinancing of existing as the refinancing of existing indebtedness if the gross loan amount would exceed $2 million. Amends the Small Business Investment Act. Amends the Small"
"37","National Commission on Fairness in the Workplace Act - Establishes the National Commission on Fairness in the Workplace. Requires the Commission to conduct a comprehensive study of the impact of Part-time employment in the United States. Requires the Commission to conduct a comprehensive study of the impact of part-time jobs. Requires the Commission to conduct a comprehensive study of the impact of part-time jobs. Requires the Commission to conduct a comprehensive study of the impact of part-time jobs; (2) an assessment of the practice of providing different wage and benefit levels"
"38","Propane Education and Research Act of 1993 - Directs the Secretary of Energy to conduct a referendum as soon as Possible among producers and retail marketers to authorize the creation of the Propane Education and Research Council and the levying of an assessment on odorized propane in the retail marketer class and more than one-half of the total volume of propane sold or produced in the previous calendar year or other representative period. Requires the Secretary to conduct a referendum as soon as Possible among producers and retail marketers to authorize the creation of the Propane Education and Research Council. Requires the"
"39","Renewable Energy Act for Credit on Taxes - Amends the Internal Revenue Code to allow a credit against the tax imposed by this Act for the taxable year an amount equal to 35 percent of the expenditures for renewable energy property made by the taxpayer during the taxable year."
"40","Citizens Improvement Act - Requires the Secretary of Commerce to review and report to Congress on the questions proposed to be included in the 2010 census of population and the American Community Survey. Requires the Secretary of Commerce to review and report to Congress on the questions proposed to be included in the 2010 census of population. Requires the Secretary of Commerce to review and report to Congress on the questions proposed to be included in the 2010 census of population. Requires the Secretary of Commerce to review and report to Congress on the questions proposed to be included in the"
"41","Electonic Campaign Disclosure Act of 1998 - Amends the Federal Election Campaign Act of 1971 to direct the Federal Election Campaign Act of 1971 to direct the Federal Election Campaign Act of 1971 to establish a public Internet Site not later than January 1. 1999. Amends the Federal Election Campaign Act of 1971 to direct the Federal Election Campaign Act of 1971 to direct the Federal Election Campaign Act of 1971 to: (1) establish a public Internet Site not later than January 1. 1999. Amends the Federal Election Campaign Act of 1971 to direct the Federal Election Campaign Act of 1998 - Amends the Federal Election Campaign Act of 1971 to"
"42","harmaceutical Products Price Equity Act - Directs the President to issue such orders and regulations. and establish such procedures and reporting requirements. as the President determines to be appropriate to ensure that no pharmaceutical product (as defined by the President in such regulation or order) are sold to any consumer in the United States at a price that is more than seven percent above the average retail price At which such pharmaceutical product are sold to any consumer in the fifth industrialized. free-market countries. other than the United States. Requires the President to: (1) review any books. papers. records. or other data"
"43","Prepaid Card Consumer Protection Act of 2010 - Amends the Electronic Fund Transfer Act to authorize the Board of Governors of the Federal Reserve System (EPA) to authorize the Board of Governors of the Federal Reserve System (FCC) to authorize the Board of Governors. Amends the Electronic Fund Transfer Act to include: (1) a demand deposit. savings deposit. or other asset accounts (other than an occasional or incidental credit balance in an open end credit plan. Amends the Electronic Fund Transfer Act to include: (1) a demand deposit. savings deposit. savings deposit. savings deposit. or other asset"
"44","Appalachian Regional Development Act Amendments of 2002 - Amends the Appalachian Regional Development Act of 1965 to provide technical assistance. enter into contracts. or otherwise provide funds to persons or entities in the region for projects: (1) increase affordability access to advanced telecommunications. entrepreneurship. and management technologies or applications to compete in the knowledge-based economy of the United States. Requires the President to establish an interagency Coordinating Council on Appalachian Regional Development Act of 1965 to require the President to establish an interagency Coordinating Council on Appalachian Regional Development Act"
"45","Directs the Secretary of the Air Force to appoint a National Board of Directors for the Civil Air Patrol. under the direction of the Secretary of the Air Force. under the direction of the Secretary of the Air Force. under the direction of the Secretary of the Air Force. under the direction of the Secretary of the Air Force. Directs the Secretary of the Air Force. Requires the Chief of Staff of the Air Force. under the direction of the Secretary of the Air Force. under the direction of the Secretary of the Air Force. Directs the Secretary of the Air Force to appoint "
"46","Removal of Terrorist Criminal Aliens Act of 2003 - Amends the Immigration and Nationality Act to authorize the Secretary of Homeland Security (DHS) to: (1) determine whether alien is Deportable and issue a final order of removal pursuant to the procedures set forth in this Act."
"47","Tinage Pregnancy Reduction Act of 1996 - Directs the Secretary of Health and Human Services (HHS) to arrange for the evaluation of a wide variety of promising programs designed to prevent pregnancy in teenagers. including programs that do not receive grants from the Federal Government for the operation of the programs; and (2) methods for replicating the programs in other locations; and (2) methods for replicating the programs in other locations; and (2) methods for replicating the programs in other locations; and (2) methods for replicating the programs in other locations; and (2) methods for replicating the programs; and (2) methods for replicating"
"48","Children's Bicycle Helmet Safety Act of 1993 - Directs the Consumer Product Safety Administration to: (1) enforce a law that requires individuals under the age of sixteen to wear approved bicycle helmets; (2) develop and administer a program to educate individuals under the age of sixteen to wear approved bicycle helmets; (2) develop and administer a program to educate individuals under the age of sixteen to acquire approved bicycle helmets; (2) develop and administer a program to educate individuals under the age of sixteen to acquire approved bicycle helmets; (2) develop and administer a program to educate individuals under the age of 16 to wear"
"49","Electronic Employment Verification Reauthorization Act of 2008 - Amends the IIlegal Immigration Reform and Immigrant Responsibility Act of 1996 to direct the Secretary of Homeland Security (DHS) to terminate a pilot program to reverify the work authorization of any individual not later than 3 days after the date of the enactment of the Electronic Employmentverification Reauthorization Act of 2008 if the Secretary has reasonable cause to believe that the employer has engaged in material violations of the Immigration and Nationality Act of 1996. Requires each employer or class of employers to participate in the E-Verify Program"
"50","Safepping Abuse andfraud in Electronic Lending Act of 2018 or the SAFE Lending Act of 2018 This bill amends the Electronic Fund Transfer Act to allow a consumer voluntarily agrees to repay an extension of a small-dollar consumer credit transaction."
"51","National Advisory Commission on Tax Reform and Simplification Act of 2001 - Establishes within the legislative branch a National Advisory Commission on Tax Reform and Simplification. or replacing the Internal Revenue Code of 1986 - Establishes within the legislative branch a National Advisory Commission on Tax Reform and Simplification. or replacing the Internal Revenue Code of 1986 - Establishes within the legislative branch a National Advisory Commission on Tax Reform and Simplification."
"52","Amends the Foreign Assistance Act of 1961 to direct the President to submit to the appropriate committees of Congress a report identifying each country. Requires the President to submit to the appropriate committees of Congress a report identifying each country. Requires the President to submit to the appropriate committees of Congress a report identifying each country. Requires the President to submit to the appropriate committees of Congress a report identifying each country. if any. that the President proposes to be subject to the goals and objectives of the United Nations Convention Against II"
"53","Veterans Health Care Facilities Capital Improvement Act of 2011 - Amends the Veterans Benefits. Health Care. and Information Technology Act of 2006 to authorize the Secretary of Veterans Affairs (VA) to carry out the Major Medical Facility Project at Department of Veterans Affairs Medical Center in Orlando. Florida. and Information Technology Act of 2006 to authorize the Secretary of Veterans Affairs (VA) to carry out the Major Medical Facility Project at Department of Veterans Affairs Medical Center in Palo Alto. California. Authorizes the Secretary of Veterans Affairs (VA) to carry out the Major Medical Facility Project Capital Improvement Act of 2011 - Amends the"
"54","Sportsmen's Bill of Rights Act - Amends the Federal Aid to provide that the United States to aid the States in wildlife-restoring projects. and for other purposes. Requires the Secretary of Agriculture to provide that the United States to aid the States in wildlife-restoring projects. and for other purposes."
"55","VA Major Construction Authorization and Expiring Authorities Extension Act of 2012 - Authorizes the Secretary of Veterans Affairs (VA) to carry out the Major medical facility projects in Miami. Florida. Authorizes the Secretary of Veterans Affairs (VA) to carry out the Major medical facility projects in Miami. Florida. Authorizes the Secretary of Veterans Affairs (VA) to carry out the Major medical facility projects in Miami. Florida. Authorizes the Secretary of Veterans Affairs to carry out the Major medical facility projects in Miami. Florida. Authorizes the Secretary of Veterans Affairs (VA Major Construction Authorization and Expiring"
"56","Selected Reserve Home Loan Equity Act - Amends the Federal criminal code to authorize the loan fee to purchase or construct a dwelling with 0-down. or any other initial loan described to purchase or construct a dwelling with 0-down. or any other initial loan described to purchase or construct a dwelling with 0-down. or any other initial loan described to purchase or construct a dwelling with 0-down. or any other initial loan described in the Federal criminal code to: (1) purchase or construct a dwelling with 0-down. or any other subsequent loan to purchase or construct a dwelling with 10-down"
"57","Native American $1 Coin Act - Amends Federal law to require the Secretary of the Treasury to mint and issue $1 coins that celebrate the important contributions made by Indian tribes and individual Native Americans to the development of the United States and the history of the United States and the history of the United States and the history of the United States."
"58","Stop Errors in Credit Use and Reporting Act or the SECURE Act - Amends the Fair Credit Reporting Act to authorize the court to award injunctive relief to require compliance with the requirements imposed under the Fair Credit Reporting Act to award the prevailing party costs and reasonable attorney fees to require compliance with the requirements imposed under the Fair Credit Reporting Act to award the prevailing party costs and reasonable attorney fees (as determined by the court) incurred during the action by such party. Requires the court to award to the prevailing party costs and reasonable attorney fees"
"59","Rural Rental Housing Act of 2003 - Amends the Federal Housing Act of 1937 to direct the Secretary of Housing and Human Services (HUD) to establish a project for the acquisition. rehabilitation. or construction of rental housing and related facilities in eligible rural area for occupancy by low-income families. Requires the Secretary of Housing (DHS) to: (1) establish a record of providing technical and financial assistance for housing and community development activities in rural areas; and (2) a record of accomplishment in housing or community development activities in rural areas; and (2) Privat Privat Privat Privat Renters"
"60","Telecommunications Economic Opportunity Act of 1995 - Directs the Commission to require each provider of telecommunications services to submit annually a detail and verde verifiable plan for increasing its procurement from business enterprises that are owned by minorities or women. Requires each provider of telecommunications services and its affiliates to enhance economic efficiency in the procurement by state and federally-regulated telephone companies of technology. equipment. supplies. services. services. materials and construction work from business enterprises that are owned by minorities or women. Requires each provider of telecommunications services and its affiliate"
"61","RCAF/RAF-Americans Congressional Gold Medal Act - Directs the Speaker of the House of Representatives and the President pro tempore of the Senate to make appropriate arrangements for the presentation. on behalf of the Congress. of a single gold medal of appropriate design in commemoration of all U.S. nationals who joined the Royal Canadian Air Force or the Royal Air Force during World War II.both before and après Japan's Attack on Pearl Harbor. in recognition of their contributions to the Nation. Requires the medal shall be given to location affiliated with the Smithsonian Institution."
"62","Appalachian Regional Commission Reform Act - Requires the Commission to: (1) regional commissions. such as the Delta Regional Authority. the Denali Commission. and the Northern Border Regional Commission. each headquartered in their respective region; (2) headquartering regional commissions within the region affected to ensure that the commissions are housed in more affordable locations than the District of Columbia. Requires the Commission should be relocated from the District of Columbia. Requires the Commission should be relocated from the District of Columbia. Requires the Commission should be relocated from the District of Columbia"
"63","New Aid for Trustworthy. Affordable Drugs Act (NAFTA Drugs Act (NAFTA Drugs Act (NAFTA Drugs Act - Amends the Federal Food. Drug. and Cosmetic Act to require the United States Trade Representative to enter into agreements with other NAFTA countries to harmonize regulatory requirements for drugs approved for commercial distribution in any NAFTA countries to harmonize regulatory requirements for drugs approved for commercial distribution in any NAFTA countries to be imported or exported from any NAFTA country to be imported or exported from any NAFTA country. Requires the Secretary"
"64","Medial Valley Desert Conservation and Recreation Act - Establishes the Vinagre Wash Special Management Area in San Diego County. California. Requires the Secretary of Transportation to transfer the land referred to the State. Requires the Secretary of Transportation to transfer the land referred to the State. Requires the Secretary to transfer the land to be managed by the El Centro Field Office and the Yuma Field Office and the Yuma Field Office of the Bureau of Land Management. Requires the Secretary to transfer the land transferred to the State. Requires the Secretary of Transportation to"
"65","Workplace Employee Stock Option Act of 2002 - Amends the Internal Revenue Code to allow an option to acquire stock withholding to acquire stock pursuant to such option."
"66","Climate Change Investment Act of 2006 - Amends the Internal Revenue Code to allow a tax credit for producing fuel from a nonconventional source."
"67","Strengthaffing for Adequate Fire and Emergency Response Act of 2001 or as the SAFER Act of 2001 - Amends the Workforce Investment Act of 1998 to authorize the Secretary of Labor to make grants to eligible entities to pay for the federal share of the cost of carrying out projects to hire firefighters."
"68","Competiveness Tax Credit Act - Amends the Internal Revenue Code to allow the manufacture and other productive equipment credit for any taxable year. Amends the Internal Revenue Code to allow the manufacture and other productive equipment credit for any taxable year."
"69","Keep Americans Working Act - Amends the Internal Revenue Code to require an employer to certify that continuation of health benefits and retirement benefits under a defined benefit pension plan."
"70","Prescription Drug Fairness for Seniors Act of 1998 - Directs the Secretary of Health and Human Services to furnish to each Medicare beneficiary a drug benefit card that enables the beneficiary to purchase covered outpatient drug that is listed on the Federal Supply Schedule of the General Services Administration (GDGD) in the participating pharmacy discount price for each covered outpatient drug that is listed on the Federal Supply Schedule of the General Services Administration At the participating pharmacy discount price for each covered outpatient drug that is sold by the Pharmacy to holders of Medicare drug benefit cards. Requires the Secretary of Health and Human Services (HHS)"
"71","Energy Freedom and Economic Prosperity Act - Amends the Internal Revenue Code to repeal the credit for alcohol fuel. biodiesel. and alternative fuel mixtures."
"72","Treatment of Children's Deformities Act of 1998 - Amends the Public Health Service Act to require group health plan. and a health insurance issuer offering group health insurance coverage to provide coverage for outpatient and inpatient diagnosis and treatment of a minor child's congenital or developmental Deformity. disease. or injury. Requires coverage for surgical benefits to provide coverage for outpatient and inpatient diagnosis and treatment of a minor child's congenital or developmental Deformity. disease. or injury."
"73","Biennial Appropriations Act - Amends the Congressional Budget Act of 1974 to authorize the congressional budget process for any fiscal year with respect to the congressional budget process for any fiscal year. Amends the Congressional Budget Act of 1974 to authorize the congressional budget process for any fiscal year with respect to the congressional budget process for any fiscal year. Amends the Congressional Budget Act of 1974 to authorize the congressional budget process for any fiscal year with respect to the congressional budget process for any fiscal year with respect to the congressional budget process for any fiscal year immediately following appropriation bills to be considered as"
