"ID","Predict"
"243","Amends the Siletz Tribe Indian Restoration Act to direct the Secretary of the Interior to"
"244","Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (H"
"245","Social Investment and Economic Development Fund for the Americas Act of 2003 - Authorizes the"
"246","Polo Tape Transparency Act of 2008 - Amends the Help America Vot"
"247","Directs the Secretary of Energy to make the availability of appropriations. incentive payments to the"
"248","Yellowstone Reclamation Projects Conveyance Act - Authorizes the Secretary"
"249","Makingsuring the Economic Impact of Broadband Act of 2018 This bill directs the Secretary of"
"250","Federal Energy Price Protection Act - Directs the President to issue an emergency proclamation when"
"251","Medical Oversight of the Department of Veterans Affairs Act of 2014 - Amends the"
"252","Rehab and Ahmed Amer Foster Care Improvement Act of 2012 - Amends title IV"
"253","hurricane and Tornado Mitigation Investment Act of 2007 - Amends the Internal Revenue"
"254","Airport Streamlining Approval Process Act of 2002 - Amends Federal law"
"255","Small Business Health Insurance Options Act of 2007 - Directs the Administrator of the Administration to establish"
"256","Federal Supervisor Training Act of 2016 This bill amends the Federal Federal law to require supervisors to"
"257","National Strategic Gasoline Reserve for Purposes of National Security Act of 2009 -"
"258","Techology Administration Authorization Act of 1995 - Amends the National Institute of Standards and"
"259","Trade Dress Protection Act - Amends the Trademark Act of 1946 to require the Secretary"
"260","Skills Game Protection Act - Amends Federal law provisions to require each person who operates "
"261","Saltarfish Canyon and Bismarck Lake Land Exchange Act - Directs the Secretary of"
"262","Troubled Asset Relief Program Enhancement Act - Amends the Emergency Economic Stabilization"
"263","Agricultural Equity Act of 1995 - Amends the sense of Congress on ending the Federal deficit"
"264","Amends the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to exclude the Personal Responsibility"
"265","Cardiac Arrest Survival Act of 1999 - Amends the Public Health"
"266","United States Commission on International Religious Freedom Reform and Reauthorization Act of 2014 - Amend"
"267","Wildlife Disease Emergency Act of 2010 - Establishes the Secretary of the Interior to identify and"
"268","Tempeary Worker Registration and Visa Act of 2005 - Amends the Immigration and National"
"269","American Cures Act - Amends the Balanced Budget and EmergencyDeficit Control"
"270","United States-Israel Strategic Partnership Act of 2013 - Amends the Department of Defense Ap"
"271","American Livestock Protection and Ranching Opportunity Act of 2014 - Amends the Animal Health"
"272","Survivors' and Dependents' Educational Assistance Adjustment Act of 2002 - Amend"
"273","Strengthening Entrepreneurs' Economic Development Act of 2013 - Establishes the Small Business"
"274","Amends the Federal Law Enforcement Pay Reform Act of 1990 to require the Metropolitan Statistical Area"
"275","Department of Transportation to conduct a comprehensive study on the safety of ALL gas transmission pipeline facilities."
"276","Energy Independence. Limiting Subsidies. and Accelerating Vehicle Efficiency (OIL"
"277","Making Regulatory Transparency for New Medical Therapies Act - Amends the Federal"
"278","Homeland Facility Anti-Terrorism Security Authorization Act of 2011 - Amends"
"279","Notch Fairness Act of 1996 - Amends title II (Temporary Insurance"
"280","Voluntary Certification Program Act of 2014 - Amends the Energy Policy and Conservation Act"
"281","Affordable Housing Preservation and Revitalization Act of 2009 - Amends the United States Housing"
"282","Health Care Access for Small Businesses Act of 2003 - Amends the Social Security Act to"
"283","District of Columbia Government Improvement and Efficiency Act of 1996 - Amends the District of Columbia"
"284","Liberians Refugee Immigration Fairness Act of 2009 - Directs the Secretary of Homeland Security"
"285","Medicare Drug Savings Through Choice Act of 2007 - Amends title 1860D-11"
"286","Children's Express Lane to Health Coverage Act of 2003 - Amends title"
"287","Worker Rights and Labor Standards Trade Act of 1994 - Requires each member to"
"288","State Prescription Drug Discount Act of 2002 - Amends title XVIII ("
"289","Minuteman Missile National Historic Site Establishment Act of 1998 - Establishes the"
"290","Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to direct the"
"291","Roosevelt Wildlife Legacy Act of 1997 - Directs the Secretary of the Interior to: (1) propose"
"292","Immigration Labor Policy Review Act - Establishes the High Level Commission on immigrants TRU)"
"293","Government Shutdown Prevention Act - Amends Federal criminal code to prohibit the Secretary of"
"294","International Megan's Law to Prevent Demand for Child Sex Trafficking - Author"
"295","Agricultural Credit Expansion Act - Amends the Consolidated Farm and Rural Development"
"296","Domestic Violence Prevention. Education. and Awareness Act - Directs the Attorney General to make grants"
"297","Department of Energy High Energy and Nuclear Physics Authorization Act of 1994 - Directs the Secretary"
"298","Amends the Employee Retirement Income Security Act of 1974 to extend the maximum necessary period for the"
"299","Alternative Fuel Vehicles Intermodal Transportation Act - Directs the Secretary of Transportation to establish "
"300","Truck Safety Act - Amends the Federal criminal code to require that a motor"
"301","Amends the Internal Revenue Code to allow the reserve forces participation credit for the sum of such"
"302","Small Business Health Plans Act of 2006 - Directs the Secretary of Health and Human Services ("
"303","Investment Tax Incentive Act of 1993 - Amends the Internal Revenue Code to allow"
"304","Reclamation Recreation Management Act of 2002 - Amends the Federal Water Project Recreation Act"
"305","Gastric Care Act of 2001 - Amends title II (Medicare) of the"
"306","Federal Reserve Reform Act of 1995 - Amends the Federal Reserve Act to require the Federal"
"307","Saveificant Regulation Oversight Act of 1996 - Directs the Congress that oversight of"
"308","Agricultural Market Promotion Program Amendments Act of 1993 - Amends the Agricultural Trade Act"
"309","Gulf Oil and Gas Leases and Applications for permits to drill on land otherwise available for leasing."
"310","Dirter Revolving-door Appointmentsa or the ADAIN the SWAMP Act"
"311","Amends the Automobile Information Disclosure Act to require the Dealer of the Federal Trade Commission ("
"312","Smartize Medicaid and CHIP Coverage Act - Amends title XIX"
"313","Iran Sanctions Enabling Act of 2009 - Directs the Secretary of the United"
"314","Bioterror and Pandemic Preparedness Protection Act - Amends the Public"
"315","Chemical Produkt Right to Know Act of 2011 - Requires the manufacturer to: (1)"
"316","Commission on the Review of the Overseas Military Facility Structure of the United States Act"
"317","9/11 Review Act - Establishes the 9/11 Review Commission to review the National Response since the"
"318","Restoring Investor Confidence Act of 2002 - Amends the Internal Revenue Code to"
"319","Agricultural Credit Equity Act of 1993 - Amends the Consolidated Farm and Rural Development"
"320","National Milestones to Measure Progress in Ending the Opioid Epidemic"
"321","Aviation Disaster Family Assistance Act of 1996 - Amends Federal law to require the Federal transportation"
"322","Amends the Wild and Scenic Rivers Act to provide for the Long-term"
"323","Arizona Caliente Equalization Act of 1959 - Directs the Secretary of the Interior to"
"324","Special Needs Trust Fairness and Medicaid Improvement Act - Amends title "
"325","Cybernous Angioma Research Resource Act of 2013 - Amends the Public Health"
"326","Amends the Internal Revenue Code to allow the reserve component rent relief credit for the reserve component"
"327","Patent and Trademark Office Authorization Act of 2002 - Amends the Federal criminal code"
"328","Amends the Harmonized Tariff Schedule of the United States to revise the classification"
"329","African Development Foundation Act of 2006 - Amends the African Development Foundation (African Development"
"330","Consumer Motor Fuel Fairness and Competition Restoration Act - Directs the Federal Trade Commission (F"
"331","Department of Veterans Affairs Expiring Authorities Act of 2013 - Amends the Federal federal"
"332","Nuclear Security Act of 2003 - Amends the Atomic Energy Act of 1954 to require"
"333","Foreign Medical School Accountability Fairness Act of 2013 - Amends the Higher Education Act"
"334","Taxpayer Protection Act of 1997 - Amends the Internal Revenue Code to: (1)"
"335","Patienting and Research in Urology Act of 2004 - Amends the Public Health Service"
"336","Habeas Corpus Revision Act of 1994 - Amends Federal criminal code"
"337","Nuclear Weapons Complex Conversion Act of 2000 - Directs the Secretary of Energy to:"
"338","Family Living Wage Act - Amends the Internal Revenue Code to allow the credit for"
"339","Disclosure. and Encouragement of Verification. Innovation. Innovation. Cleaning. and Efficiency"
"340","Hedge Fund Transparency Act - Amends the Investment Company Act of 1940 to"
"341","Protective Action for the species of the opportunity to submit to the Secretary a proposed state Protect"
"342","Security and Liberty Preservation Act - Establishes the Commission on Enhancing Security and Preserv"
"343","Amends Federal criminal code to prohibit the owner or managing operator of the vessel shall notification of"
"344","Renewable Fuels Pipelines Act of 2009 - Amends the Energy Policy Act of 2005"
"345","Health Care for Young Adults Act of 2005 - Amends title II (Medicare"
"346","Domestic and Women Safety Act of 2017 This bill amends the Federal criminal code to authorize the Secretary"
"347","Chesapeake Bay Environmental Education Pilot Program Act - Amends the Elementary and"
"348","Firefighters Pay Fairness Act of 1994 - Amends the Fair Labor Standards Act"
"349","Internet Fairness and Interstate Responsibility Act or Net FAIR Act or Net FAIR Act -"
"350","Loswer Colorado River Multi-Species Conservation Program Act - Directs the Secretary of the"
"351","Rocky Mountain Mountain National Park Wilderness Act of 1997 - Directs the Secretary of the"
"352","Hasessing Progress as Haiti Act of 2014 - Authorizes the Secretary of the"
"353","National Intelligence Education and Training Act - Directs the Attorney General to carry out "
"354","American Eagle Palladium Bullion Coin Act of 2010 - Amends the Federal criminal"
"355","Water Recycling and Riverside-Corona Feeder Act of 2006 - Amends the"
"356","Strengthed Worker Immigration and Fairness Act - Amends the Immigration and National"
"357","Liberians Refugee Immigration Fairness Act of 2015 This bill amends the Immigration and Nationality"
"358","Comprehensive Immunosuppressive Drug Coverage for Kidney Transplant Patients Act of 2007 "
"359","Contital Heart Futures Reauthorization Act of 2015 This bill amends the Public Health Service"
"360","Small Business Lending to Entrepreneurs for Growth as Underserved Populations Act of 2011"
"361","United States Armed Forces Protection Act of 1996 - Amends the United Nations operational"
"362","Interstate Transport Act of 2018 This bill prohibits the transportation of a knife or tool to"
