ID,target
995,B
996,A
997,A
999,D
1001,A
1002,B
1004,A
1005,A
1006,D
1007,B
1008,C
1009,B
1010,A
1011,A
1014,D
1016,D
1017,B
1018,B
1019,B
1020,B
1022,B
1023,D
1024,D
1025,C
1026,D
1027,C
1028,D
1029,D
1030,D
1031,C
1032,A
1033,C
1034,A
1035,A
1037,D
1039,D
1040,B
1041,B
1043,A
1044,D
1047,C
1049,A
1050,B
1051,A
1052,A
1054,A
1055,D
1056,C
1058,A
1060,A
1061,B
1063,A
1064,B
1066,C
1067,A
1068,D
1069,C
1070,A
1071,A
1073,B
1075,D
1076,C
1078,A
1079,D
1080,A
1081,C
1082,D
1083,B
1084,D
1085,C
1086,C
1088,C
1089,C
1090,C
1091,A
1092,A
1094,D
1096,D
1097,A
1098,C
1099,A
1100,A
1101,B
1102,B
1103,A
1105,B
1106,D
1107,C
1108,C
1109,A
1112,A
1114,B
1115,C
1116,A
1117,D
1118,D
1119,D
1120,A
1121,C
1122,A
1123,A
1124,D
1125,C
1127,B
1128,C
1129,B
1130,C
1132,A
1133,B
1134,A
1136,A
1137,C
1138,A
1140,B
1143,C
1145,A
1146,B
1147,B
1148,C
1149,A
1150,C
1153,A
1154,A
1155,A
1156,D
1157,B
1158,B
1160,C
1161,D
1163,A
1164,A
1166,C
1167,A
1168,B
1169,A
1170,D
1171,D
1173,B
1174,B
1176,B
1178,D
1179,C
1180,B
1181,D
1182,B
1183,B
1184,D
1186,C
1188,B
1189,C
1190,C
1191,B
1192,D
1193,C
1194,B
1196,D
1197,A
1199,B
1200,C
1201,B
1202,C
1203,D
1204,C
1205,A
1206,C
1207,C
1208,A
1209,B
1210,A
1213,B
1214,B
1215,B
1216,A
1219,C
1221,C
1388,A
1389,C
1390,B
1391,A
1392,D
1393,D
1394,D
1396,D
1399,C
1400,D
1401,C
1402,B
1403,A
1404,C
1405,A
1407,C
1408,D
1410,D
1411,B
1412,B
1413,D
1414,B
1415,C
1417,C
1418,A
1419,B
1421,A
1422,C
1423,A
1424,B
1425,D
1426,B
1427,A
1428,D
1429,D
1430,D
1431,D
1432,B
1433,D
1434,D
1436,D
1438,C
1439,A
1440,D
1441,B
1442,A
1443,A
1444,A
1445,D
1446,B
1447,B
1448,B
1449,D
1450,B
1451,B
1452,A
1453,A
1454,A
1455,D
1456,D
1457,B
1458,A
1459,D
1460,D
1461,B
1462,D
1464,A
1466,A
1467,C
1468,D
1469,B
1470,C
1471,D
1472,A
1473,B
1475,C
1476,C
1477,C
1478,A
1479,A
1480,A
1481,D
1484,B
1485,D
1486,B
1488,D
1489,B
1491,A
1493,D
1494,C
1495,C
1496,A
1497,D
1498,D
1499,C
1500,A
1501,B
1502,D
1503,C
1504,D
1505,A
1506,A
1507,A
1508,C
1509,B
1510,B
1511,D
1512,D
1513,A
1514,D
1515,D
1516,C
1519,A
1520,B
1521,C
1522,A
1523,D
1524,D
1525,D
1526,B
1527,B
1528,C
1529,D
1531,C
1532,D
1533,B
1534,C
1536,A
1537,D
1538,D
1539,A
1540,C
1541,B
1543,C
1544,A
1545,B
1546,D
1547,B
1549,D
1550,A
1551,D
1552,C
1553,B
1555,C
1556,D
1557,C
1558,C
1560,D
1561,A
1563,D
1564,D
1565,D
1567,A
1568,C
1569,D
1570,C
1571,D
1572,A
1573,B
1574,A
1575,A
1576,C
1577,B
1578,B
1579,D
1581,A
1582,A
1583,A
1584,C
1586,B
1587,D
1588,B
1589,A
1590,D
1592,B
1594,A
1596,C
1597,B
1598,D
1599,D
1600,A
1602,D
1603,C
1604,D
1605,B
1606,B
1608,D
1609,A
1610,A
1611,B
1613,D
1614,B
1615,D
1616,A
1620,C
1621,D
1623,D
1624,A
1625,B
1840,A
1841,A
1842,C
1843,A
1844,A
1845,C
1846,B
1847,B
1849,C
1850,C
1851,B
1852,D
1853,D
1854,D
1855,B
1858,B
1859,C
1861,A
1862,A
1864,B
1865,C
1866,B
1867,C
1868,C
1870,A
1871,B
1872,B
1874,D
1875,C
1876,B
1877,D
1878,C
1880,B
1881,D
1883,A
1884,B
1885,C
1886,D
1887,A
1889,C
1890,D
1891,A
1892,A
1893,D
1895,D
1896,C
1898,C
1899,D
1901,D
1902,A
1904,D
1905,A
1907,C
1908,A
1910,B
1911,D
1912,C
1913,B
1914,D
1915,D
1916,D
1918,C
1919,A
1920,C
1921,A
1922,C
1923,C
1924,D
1926,D
1929,B
1930,C
1931,C
1932,C
1933,A
1934,A
1935,C
1936,B
1937,B
1939,D
1940,C
1941,D
1942,D
1943,C
1944,D
1946,B
1949,A
1950,A
1951,C
1952,D
1953,B
1954,B
1957,A
1958,C
1959,D
1960,A
1961,A
1962,A
1963,D
1964,C
1965,C
1966,A
1967,B
1968,C
1969,A
1970,B
1971,D
1972,B
1974,B
1975,D
1976,D
1977,A
1979,D
1980,A
1982,D
1983,D
1984,A
1985,A
1986,A
1987,C
1988,B
1989,D
1990,B
1991,A
1992,A
1993,D
1994,D
1995,B
1996,A
1998,D
1999,D
2001,B
2002,D
2003,B
2004,A
2005,A
2006,D
2008,D
2009,D
2010,D
2011,A
2013,B
2014,A
2016,D
2017,C
2018,B
2019,A
2020,C
2023,D
2024,C
2026,C
2027,A
2028,C
2029,D
2030,C
2031,B
2032,B
2033,D
2034,A
2035,C
2036,B
2037,A
2038,A
2039,A
2040,D
2041,D
2042,D
2043,B
2044,B
2045,A
2047,B
2048,B
2049,A
2050,B
2051,C
2053,B
2054,B
2055,D
2057,C
2058,D
2059,C
2060,B
2061,D
2062,D
2063,D
2065,A
2066,C
2067,D
2068,D
2069,B
2070,B
2072,D
2073,D
2074,B
2075,D
2076,D
2077,B
2079,C
2080,C
2081,D
2082,A
2083,B
2084,D
2085,B
2086,D
2087,A
2088,B
2089,C
2090,C
2092,A
2096,D
2097,D
2098,C
2101,B
2102,A
2103,C
2105,B
2107,D
2108,A
2110,A
2111,D
2113,A
2115,A
2116,C
2117,A
2118,A
2119,D
2120,C
2121,A
2122,C
2123,A
2124,D
2125,D
2127,B
2128,A
2129,D
2130,D
2131,D
2132,B
2133,D
2135,D
2136,D
2138,A
2140,B
2142,A
2143,B
2144,A
2145,C
2146,B
2147,D
2148,D
2149,B
5363,D
5364,B
5366,A
5368,A
5369,B
5370,D
5371,B
5372,C
5374,A
5375,B
5376,D
5377,D
5378,D
5379,B
5381,C
5384,D
5385,D
5386,D
5387,D
5388,B
5389,C
5390,D
5391,D
5393,A
5394,B
5395,C
5397,A
5398,D
5399,C
5400,C
5401,C
5402,C
5403,A
5404,B
5405,B
5406,A
5407,B
5410,C
5412,B
5413,D
5415,C
5416,D
5417,D
5418,D
5419,C
5420,C
5421,A
5422,D
5424,B
5425,D
5426,B
5427,B
5428,D
5429,A
5430,B
5431,D
5432,C
5433,C
5434,A
5435,C
5436,C
5437,C
5441,C
5442,A
5443,B
5444,B
5445,D
5448,D
5449,D
5450,D
5452,D
5456,D
5457,A
5458,C
5459,B
5461,C
5462,C
5463,B
5464,D
5465,D
5466,A
5467,A
5469,A
5472,D
5473,A
5474,A
5476,D
5477,D
5478,A
5479,C
5480,B
5481,B
5482,A
5483,D
5484,C
5485,D
5486,D
5487,D
5488,A
5489,B
5491,C
5493,B
5495,D
5496,D
5497,D
5498,A
5499,B
5500,A
5501,C
5502,C
5503,A
5504,D
5505,A
5507,C
5510,B
5511,C
5512,D
5514,C
5515,D
5517,D
5518,B
5519,D
5520,A
5522,A
5524,A
5525,C
5526,D
5527,D
5529,B
5530,A
5531,B
5532,B
5533,D
5535,B
5536,A
5537,D
5538,D
5539,D
5541,D
5543,A
5544,C
5545,D
5546,D
5547,A
5548,A
5551,C
5553,A
5554,A
5555,B
5820,D
5821,C
5822,A
5823,D
5824,D
5825,D
5826,C
5827,A
5828,D
5829,A
5830,B
5831,A
5832,D
5833,B
5835,D
5836,D
5837,B
5838,C
5839,C
5840,D
5844,A
5845,B
5846,B
5847,C
5848,A
5849,A
5850,D
5851,A
5852,D
5853,B
5854,C
5855,C
5856,C
5857,D
5858,A
5859,D
5862,B
5863,D
5864,D
5865,A
5866,D
5867,A
5868,B
5869,A
5870,D
5871,B
5872,C
5874,C
5875,A
5877,D
5879,D
5880,A
5881,C
5882,D
5883,B
5884,C
5885,D
5887,D
5888,C
5890,A
5894,B
5895,D
5898,D
5899,B
5900,B
5901,B
5902,C
5903,D
5905,B
5906,D
5907,C
5908,C
5909,C
5910,D
5911,C
5912,C
5913,D
5914,B
5915,D
5917,B
5918,C
5920,C
5921,B
5922,D
5923,A
5924,D
5925,A
5926,D
5927,C
5928,B
5930,C
5931,D
5932,B
5933,B
5934,D
5935,C
5936,C
5938,C
5939,D
5940,D
5941,A
5942,C
5943,B
5945,D
5947,D
5948,D
5949,C
5951,D
5952,B
5953,A
5956,C
5957,B
5958,D
5959,D
5960,A
5962,A
5963,B
5964,D
5965,D
5966,D
5967,C
5968,A
5969,A
5970,D
5972,A
5974,D
5975,B
5976,D
5979,D
5980,D
5981,A
5982,C
5983,A
5984,C
5986,B
5987,D
5988,C
5990,D
5991,A
5993,A
5994,D
5995,C
5996,A
5997,B
5998,C
5999,D
6000,B
6001,B
6003,A
6004,B
6005,D
6006,A
6007,B
6008,A
6010,B
6012,A
6013,D
6014,A
6015,A
6016,B
6718,A
6719,B
6720,A
6721,A
6722,C
6723,A
6724,A
6726,A
6728,C
6729,C
6731,B
6734,D
6736,D
6737,C
6738,B
6740,C
6741,D
6743,B
6744,C
6745,B
6746,D
6747,A
6748,B
6750,A
6751,D
6752,D
6753,A
6754,D
6756,C
6757,C
6760,A
6761,B
6763,D
6764,B
6765,A
6766,A
6768,D
6769,B
6771,D
6772,C
6774,C
6775,C
6776,B
6777,B
6778,C
6779,A
6780,D
6781,B
6782,A
6783,B
6784,C
6785,A
6786,B
6788,C
6789,D
6790,B
6791,C
6792,D
6793,D
6794,A
6795,A
6796,A
6797,C
6798,D
6799,C
6800,D
6801,A
6802,D
6803,C
6804,C
6806,B
6807,A
6808,C
6809,B
6810,C
6811,D
6812,D
6813,D
6814,B
6815,D
6816,D
6817,D
6818,A
6819,D
6820,D
6821,A
6822,D
6823,B
6824,D
6825,B
6828,D
6829,B
6830,C
6831,C
6835,A
6836,B
6837,D
6838,C
6839,D
6840,A
6841,D
6842,D
6843,C
6844,D
6845,B
6846,C
6848,C
6849,D
6850,D
6851,D
6852,B
6853,D
6855,B
6856,B
6857,B
6861,C
6862,C
6863,D
6864,D
6865,C
6867,D
6868,A
6869,B
6870,D
6871,D
6873,C
6874,D
6875,D
6877,A
6878,C
6879,A
6882,C
6883,A
6885,B
6886,C
6887,D
6888,A
6889,A
6891,C
6892,A
6894,D
6895,B
6896,D
6897,A
6898,B
6899,D
6900,D
6902,A
6903,A
6904,B
6905,B
6906,B
6907,A
6908,C
6909,D
6911,A
6912,B
6915,A
6916,C
6917,C
6918,C
6919,A
6920,D
6923,C
6924,B
6925,A
6926,C
6927,A
6929,D
6930,D
6931,D
6932,D
6933,C
6934,A
6935,D
6936,A
6937,B
6938,D
6939,A
6941,C
6942,C
6943,D
6944,C
6946,B
6947,D
6950,D
6951,B
6952,B
6953,A
6955,A
6956,B
6957,D
6958,C
6959,D
6960,B
6961,B
6963,C
6964,B
6965,B
6966,B
6967,C
6968,C
6969,B
6971,D
6972,B
6973,B
6974,D
6975,A
6976,B
6977,D
6978,A
6979,B
6980,D
6981,A
6982,D
6983,B
6984,B
6985,C
6986,D
6987,B
6989,C
6990,D
6991,D
6993,D
6994,A
6996,B
6997,A
6998,D
6999,D
7000,A
7001,D
7002,B
7003,B
7004,B
7005,D
7006,C
7007,A
7009,D
7010,D
7011,B
7012,D
7013,A
7015,C
7016,C
7017,C
7018,B
7019,C
7020,D
7022,D
7025,A
7027,A
7028,A
7029,D
7031,D
7032,B
7033,D
7035,A
7036,C
7037,D
7038,B
7039,C
7040,A
7042,D
7043,C
7044,A
7047,B
7048,A
7049,A
7051,C
7052,D
7054,A
7058,B
7059,B
7060,D
7061,D
7062,D
7063,D
7067,B
7069,D
7071,B
7073,A
7074,D
7076,B
7078,C
7080,B
7081,D
7082,D
7084,A
7085,B
7086,B
7087,D
7089,A
7090,B
7091,C
7092,D
7094,A
7095,D
7098,B
7099,B
7102,A
7103,A
7104,D
7105,C
7106,A
7107,D
7108,C
7109,C
7111,D
7112,C
7113,D
7114,B
7115,B
7117,B
7119,D
7120,A
7122,D
7123,C
7124,A
7125,B
7127,D
7129,C
7130,D
7131,D
7132,B
7133,A
7135,B
7136,D
7137,B
7138,B
7139,C
7140,D
7141,C
7142,D
7143,B
7144,B
7146,D
7147,C
7150,C
7151,B
7152,C
7153,B
7154,A
7155,D
7156,A
7157,A
7158,C
7159,D
7160,C
7161,A
7162,D
7163,D
7164,D
7165,B
7166,B
7168,D
7169,B
7170,A
7171,A
7172,A
7174,C
7175,D
7176,D
7177,C
7179,A
7180,D
7181,B
7182,C
7186,D
7187,B
7189,D
7190,A
7191,A
7192,D
7193,B
7194,D
7195,C
7196,C
7197,D
7198,B
7199,B
7200,A
7201,C
7202,A
7203,C
7204,D
7205,B
7207,D
7209,D
7210,A
7212,D
7213,D
7214,C
7215,B
7216,C
7217,B
7218,B
7219,B
7220,D
7222,B
7225,D
7226,D
7228,C
7229,A
7230,D
7231,D
7232,B
7233,D
7234,B
7235,D
7237,C
7238,D
7239,A
7240,C
7241,B
7242,C
7243,A
7244,C
7246,C
7249,C
7250,D
7253,D
7254,C
7255,B
7256,B
7260,D
7261,A
7996,C
7997,A
7998,A
7999,C
8000,B
8002,B
8003,B
8004,A
8005,B
8006,B
8007,C
8009,B
8010,C
8012,D
8013,D
8014,D
8015,A
8016,C
8020,D
8021,C
8022,C
8023,D
8025,A
8026,A
8027,A
8028,D
8029,B
8030,C
8031,B
8032,A
8036,B
8037,C
8038,A
8039,A
8040,C
8041,B
8043,A
8044,B
8045,C
8046,A
8047,C
8048,A
8049,D
8051,A
8053,D
8054,C
8055,A
8056,D
8057,B
8058,B
8059,A
8060,A
8061,D
8062,D
8063,C
8065,D
8066,B
8067,B
8068,C
8069,D
8070,C
8071,A
8072,C
8073,B
8074,C
8075,D
8076,A
8077,B
8078,C
8079,B
8080,C
8081,A
8082,B
8083,A
8084,A
8087,C
8088,C
8090,B
8091,C
8093,B
8094,D
8095,C
11870,B
11871,D
11872,A
11874,B
11875,B
11876,D
11877,A
11878,D
11879,A
11881,D
11882,D
11883,A
11884,A
11885,B
11886,D
11887,A
11888,B
11889,B
11890,D
11891,A
11893,D
11894,B
11895,D
11896,D
11898,B
11899,B
11900,B
11901,D
11902,D
11903,D
11904,A
11906,D
11908,D
11909,C
11910,D
11914,C
11915,C
11916,B
11917,B
11918,C
11919,A
11920,D
11921,A
11922,A
11923,B
11925,C
11926,D
11927,D
11928,B
11930,D
11931,C
11932,D
11933,D
11935,A
11936,B
11937,B
11938,C
11940,A
11943,A
11944,D
11946,B
11947,A
11948,D
11949,B
11950,B
11952,C
11953,D
11954,B
11955,B
11956,A
11958,D
11959,B
11960,C
11961,C
11962,A
11963,B
11965,C
11966,D
11967,A
11970,C
11971,D
11972,B
11973,D
11974,C
11975,B
11976,B
11977,A
11979,C
11980,A
11981,B
11982,A
11983,D
11984,A
11985,B
11986,C
11987,C
11989,B
11990,A
11991,D
11992,A
11993,D
11994,B
11995,B
11997,D
11998,C
12000,D
12001,D
12002,A
12003,A
12005,B
12006,A
12007,C
12008,A
12010,D
12011,D
12012,D
12013,D
12014,D
12015,B
12016,D
12017,A
12019,C
12020,C
12021,A
12022,C
12025,B
12027,D
12028,A
12029,C
12030,D
12031,B
12032,A
12033,C
12034,C
12035,C
12036,C
12037,A
12038,B
12039,D
12040,D
12041,D
12042,D
12043,B
12044,A
12045,C
12046,B
12047,D
12048,A
12049,B
12050,A
12051,A
12052,A
12053,D
12054,D
12055,D
12056,D
12057,C
12058,D
12060,A
12061,B
12062,D
12063,C
12064,C
12065,D
12066,C
12068,D
12069,D
12070,C
12072,D
12073,D
12075,B
12076,A
12078,B
12080,C
12082,C
12083,D
12084,B
12086,C
12089,C
12090,C
12091,D
12092,A
12093,C
12094,D
12095,A
12097,A
12098,D
12099,C
12100,A
12103,C
12104,B
12105,B
12106,D
12107,A
12108,D
12109,C
12110,D
12111,B
12112,C
12113,D
12114,D
12115,B
12118,A
12120,D
12121,B
12122,A
12123,C
12125,A
12126,C
12127,D
12128,A
12129,A
12131,D
12132,D
12133,D
12134,A
12135,C
12137,A
12138,D
12142,D
12144,C
12145,C
12146,D
12147,A
12148,D
12149,D
12150,C
12151,A
12152,B
12154,C
12155,B
12156,A
12157,B
12160,D
12161,A
12163,A
12165,A
12166,A
12167,B
12169,D
12171,D
12172,D
12175,B
12176,C
12177,A
12178,D
12179,D
12180,B
12183,D
12184,B
12185,D
12186,C
12188,A
12189,A
12192,C
12193,D
12194,D
12195,D
12196,A
12197,D
12198,D
12199,A
12200,C
12201,D
12202,A
12203,A
12204,B
12206,A
12207,D
12208,D
12209,A
12210,C
12211,D
12212,D
12214,D
12215,A
12216,A
12218,C
12219,C
12220,A
12222,B
12223,D
12224,D
12226,A
12227,B
12228,B
12229,A
12230,A
12231,C
12232,A
12233,C
12234,B
12236,B
12239,A
12240,B
12241,A
12243,D
12246,A
12247,D
12248,D
12251,C
12252,B
12253,D
12254,C
12255,C
12256,D
12257,D
12258,B
12259,A
