ID,target
43,"The answer is (C).

Gorbachev argued that a restructuring of the socialist society of the Soviet Union was necessary in order to avoid a crisis."
44,"The answer is (A)

The passage describes the introduction of weaponry produced by large-scale industrialization."
45,"The answer is (A) Luddites.

The text describes Charles Fourier's views on the relationship between education and occupation. He argues that if civilized education developed in every child its natural inclinations, many wealthy children would follow their natural inclinations towards trades such as masonry, carpentry, or blacksmithing. The Luddites were a group of textile workers who protested against the use of machinery in their industry. So, the answer is (A)."
46,"The answer is (C) Humanism.

The text describes the ideal Courtier of the Renaissance era, emphasizing strength, physical prowess, eloquence, and cultural refinement. This writing is most closely connected to the theme of Humanism, which emphasizes the importance of human reason, individual expression, and the pursuit of knowledge."
47,"(C)

The text describes Metternich's statement about the unity of monarchs, which is related to the creation of the Concert of Europe."
48,"The answer is (C) Liberalism.

The passage describes Spencer's views on the relationship between the government and the poor. He argued that the government should not provide relief to the poor, as this would be reversing its function of protecting individual freedom. Instead, he believed that the government should focus on ensuring that everyone has the same opportunities to thrive. This is consistent with the principles of liberalism."
49,"The answer is (C).

The text does not mention the proliferation of Enlightenment ideals, therefore the answer is (C)."
50,"The answer is (C).

The quotation talks about the failure of the revolution and the discrediting of both conservative and liberal political ideology. Therefore, the answer is (C)."
51,"(A)

The text describes the curtailment of the housing program in Britain after the First World War. The text states that the government feared a revolution similar to that in Russia if working-class aspirations were not met. Therefore, the text describes the changes to the plans as a questioning of welfare programs after the First World War."
52,"(A)

The text describes a historical event in 1848 and the subsequent impact on German history. The text also mentions a historian writing in 1945. It is important to note that Taylor was writing his analysis in 1945 because he might be inclined to look for, and find, the origins of perceived German belligerence."
54,"The answer is (B).

Huxley's view is representative of materialism, which is a nineteenth-century ideology that emphasizes the physical basis of reality."
56,"The answer is D.

The passage describes mass conscription in the French Republic, therefore the answer is D."
57,"The answer is (A) Neoplatonism.

The text describes Erasmus's humanism, which is most similar to Neoplatonism."
59,"The answer is D.

The text describes the scientific community in Paris in 1889, highlighting the advancements in anthropology and biology. The text mentions the Musée and Laboratoire Broca, anthropometric operations, and courses of lectures, all of which contribute to the development of new, specialized fields. Therefore, the answer is D."
60,"(A)

The text states that the government should not provide aid to the poor, therefore the answer is A."
61,"(A)

The passage states that ""the nature of all other beings is limited,"" therefore, it is reasonable to infer that Pico rejected the notion that man is unique."
62,"(B)

The passage talks about the catastrophe of 1914 and blames Germany for it."
63,"The answer is (B).

The letter describes the arrival of Hernan Cortez in the New World. He used new ships to travel to the New World. These ships were the carrack and caravel."
64,"(B)

The document describes the motivations for exploration as the acquisition of gold and spices, which is most evident in the text."
65,"The answer is D.

The text does not mention any information about Robespierre or his changes to the defense of France, therefore I cannot answer this question."
66,"The answer is D.

The passage describes a group of people who were interested in the New Philosophy and Experimental Philosophy. The main interest of the group was to discourse and consider philosophical enquiries, including physics, anatomy, geometry, astronomy, and natural experiments. They also discussed the state of these studies as then cultivated at home and abroad. Therefore, the answer is D."
67,"The answer is (D).

The passage describes the mobilization for war in 1914 in Paris. It states that ""It's come! It's posted at the district mayor's office,"" which implies that the news of mobilization was met with great enthusiasm in Paris."
68,"The answer is D.

The author is discussing Napoleon's intelligence and the profound thoughts he expressed during his imprisonment and death. He does not mention any of Napoleon's military accomplishments, therefore the answer is D."
69,"The answer is (A).

The text states that the telegram is often referred to as Germany's ""blank check,"" because it pledged Germany to join the Triple Alliance and support Austria-Hungary against the Triple Entente."
70,"The answer is (A)

The passage describes the spherical form of the cosmos and the Earth, and how it supports Copernicus's theory of the Earth's stationary position at the center of the universe."
71,"The answer is D.

The text describes concessions offered in a treaty between Great Britain and China in 1839. The concessions offered in this treaty most directly created British businesses."
72,"The answer is (A)

Copernicus was working in the Aristotelian tradition. The Aristotelian tradition is based on the ideas of Aristotle, who believed that the universe is made up of four elements: earth, air, water, and ether."
73,"The text does not describe the advisor who helped Louis XIV reorganize France and make it into a world power, therefore I cannot answer this question."
74,"The answer is (A)

The author states that ""Italy's connections to its history and traditions were most ""fully snapped"" when Sicily ceased to be an independent kingdom."""
75,"The answer is (B) Materialism and economic determinism.

The text describes the history of class struggles and the influence of the Communist Manifesto. The text clearly states that the text is discussing materialism and economic determinism."
76,"The answer is (B).

The text describes the lavish lifestyle and extravagant spending habits of King Louis XIV. It does not mention his weaknesses or regrets, therefore I cannot answer this question."
77,"The answer is (A) Triple Entente (1907).

The Molotov-Ribbentrop Pact is most similar to the Triple Entente (1907)."
78,"The answer is (B)

Kipling's conception of the British imperial mission in this poem is one of ruthless exercise of power. The poem uses strong language to convey the idea that the British are taking advantage of their power and exploiting their colonies."
79,"The answer is (B).

The text states that ""By 1917, the idea of the violent overthrow of the bourgeois by the proletariat had become a reality in Russia."" Therefore, the answer is (B)."
80,"The answer is (A).

Marx and Engels argued that the history of all hitherto existing societies is the history of class struggles. They argued that the modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Therefore, the answer is (A)."
82,"The answer is D.

The passage states that ""To man it is allowed to be whatever he chooses to be,"" which implies that humans have the potential to achieve great things."
83,"The answer is (A) Oration on the Dignity of Man.

The text describes the cultural diffusion of Plato's ideas through the Florentine Academy. The Oration on the Dignity of Man is a text that was written by Plato."
84,"The answer is (A).

The text describes Queen Victoria's busy schedule and her concerns about fatigue due to her upcoming engagements. It does not provide information about the nature of the English monarchy in the nineteenth century, therefore I cannot answer this question."
87,"The answer is (C)

The passage describes Galileo Galilei's observations and deductions about the four Medicean planets. It emphasizes the use of experimentation and observation to conceptualize the universe, demonstrating intellectual thought at the time."
88,"The answer is (C).

The passage talks about the mistress of the house and how her spirit will be seen through the whole establishment. It also states that the knowledge of household duties is one of the highest acquirments for women. Therefore, it can be inferred that Beeton believed that women held considerable power and responsibility within the domestic sphere of social life."
90,"The answer is (B).

Lenin's speech does not mention Stalin's policy of persecution of the better-off peasants, therefore the answer is (B)."
91,"The answer is (A)

The Leeds Woolen Workers Petition, 1786, expresses sentiments that illustrate the social effects of industrialization."
92,"The answer is D.

The passage describes the economy of Renaissance Florence, which was primarily based on the manufacture and export of wool and silk products."
94,"(A)

The text describes the long-term effects of Tsar Alexander II's emancipation as increased food production, which allowed Russia to export agricultural goods and invest in industry."
95,"(D)

The text describes the Carlsbad Resolutions adopted by the Germanic States in 1819, which aimed to regulate the publication of newspapers. The text does not mention Bonapartism, therefore I cannot answer this question."
96,"(D)

The text describes the reaction of Paris to the outbreak of war and the subsequent conversation with Clemenceau. Therefore, the answer is (D)."
97,"(A)

The text describes Lenin's speech about industrializing his new nation, so the most likely event that influenced his desire to industrialize was his exile in Switzerland and other places, which led him to see how the industrialization of the West was needed in the Soviet Union."
98,"The answer is (A)

The Act of Supremacy is an act of the English Parliament in 1534 that declared the King of England to be the supreme head of the Church of England. This act was part of the process of the Protestant Reformation, which led to a break between the Church of England and the Catholic Church."
99,"The answer is (D) David Hume.

Voltaire's critiques offered through Candide are most closely shared by David Hume."
100,"The answer is (C) Francisco Pizarro.

The text describes motivations that are most similar to those of Francisco Pizarro."
101,"The answer is D.

The text describes Calvinism, which started around the same time as Anabaptism. Anabaptism is one of the religions that started around the same time as Calvinism."
103,"The answer is (C) constitutionalism.

The passage describes Locke's views on the legislative power. According to Locke, the legislative power is to preserve the lives, liberties, and possessions of the people. He argued that the legislative power should not be abused and that any infringement on the people's rights is a violation of their trust in the government."
104,"The answer is D.

The text talks about the concept of salvation coming from faith alone rather than through good works."
105,"The answer is (A).

The text describes Pangloss's experience under the Inquisition, including his hanging, dissection, and subsequent mistreatment. This passage is a personal experience at the hands of Torquemada."
106,"(B)

The text states that ""Humanism ceased to be the exclusive privilege of a few"" and the primary impact of this statement is that people could begin to question the Church on a wider scale."
107,"The answer is (D)

The text describes Erasmus' contribution to the field of humanism and his belief in the accessibility of the classic spirit. Huizinga's statement about Erasmus' belief in the ""book of antiquity"" being ""open to all"" is a reflection of this belief. Therefore, the answer is (D)."
109,"(D) Darwin

The text describes scientists working on anthropology and anatomy at the Paris Exposition of 1889. The text mentions Darwin's influence on the field of anthropology, therefore the answer is D."
110,"The answer is (B)

The text describes the exploitation of natives by the Spaniards. It talks about the Spaniards' ruthless behavior towards the natives and the decimation of their population. Therefore, the answer is (B)."
111,"The answer is (C).

The text describes the growth of the mining industry in Europe following the invention of the steam engine. Therefore, the answer is (C)."
112,"The answer is (A).

In the speech, Lenin is saying that the compromise of free markets in rural areas after the civil war needs to be fixed."
113,"The answer is D.

The text describes Voltaire's reaction to the 1755 Lisbon earthquake. He emphasizes the tragedy and the suffering of the victims. He also uses this event to criticize religious persecution. Therefore, the answer is D."
115,"The answer is (C).

The text describes the harsh living conditions in Normandy in 1651, where famine and hunger were rampant. It does not mention taxes or low productivity, therefore the answer is (C)."
116,"The answer is (A)

Kipling's poem ""The White Man's Burden"" is a critique of American imperialism. In this poem, Kipling is arguing that advanced civilizations have a responsibility to bring the benefits of modern civilization to less-developed peoples. He is not necessarily advocating for American imperialism, but rather caution and restraint."
117,"The answer is (D).

The text describes the Molotov-Ribbentrop Pact between Germany and the Soviet Union in 1939. The Soviets were most strongly motivated to create this agreement because they held debt to Germany stemming from the First World War."
118,"The answer is (B).

The text describes a telegram from theobald von Bethmann-Hollweg to the German ambassador at Vienna on July 6, 1914. The text describes the situation between Austria-Hungary and Serbia, and the potential impact on the Triple Alliance. Therefore, the best answer is (B)."
119,"The answer is (D).

The text describes the Chartist movement, which was a group of working-class people in England who campaigned for universal suffrage. The text does not mention Klemens von Metternich or his political reaction, therefore I cannot answer this question."
120,"(A)

The text does not mention the Boxers of the early twentieth century or their reaction to the legacy of the treaty, therefore I cannot answer this question."
122,"The answer is (A)

Marx and Engels would be most inclined to view the War of the Roses as a significant event in European history."
123,"The answer is (A).

Paine's statement in the last sentence, criticizing persecution, was most likely influenced by the new concepts of legal equity and individual rights expressed by Locke and Rousseau."
124,"The answer is (D).

The text describes Henry IV's Edict of Nantes, which aimed to establish religious peace in France. The edict permitted the Reformed to live and practice their religion freely, but it also forbade the Catholic Church from exercising its authority in certain areas. Therefore, the answer is (D)."
125,"The answer is (C) mercantilism.

The text describes the mercantilism philosophy of the conquistadores. Mercantilism is a type of economic policy that emphasizes the accumulation of wealth through trade and the control of foreign markets."
126,"The answer is (B)

The text describes a conflict between the working class and the wealthy bourgeois. This conflict is best described in Marx and Engels' ""Communist Manifesto."""
127,"(B)

The text states that ""Enlightened rulers in Prussia and Austria had recently done the same, which pressured Alexander II to act."" This is the answer."
128,"(B)

The text describes Henry IV's Edict of Nantes, which aimed to ensure peaceful coexistence between Catholics and Protestants in France."
129,"The answer is (B) Predestination.

The passage is about Calvin's belief in predestination."
130,"The answer is (C) The Enlightenment.

The passage describes Voltaire's views on tolerance and his belief that Christians should inspire the most tolerance. The passage also mentions the Enlightenment, so the answer is (C)."
131,"The answer is (D).

The passage states that ""whensoever, therefore, the legislative shall transgress this fundamental rule of society"" and ""by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends."" Therefore, the answer is (D)."
132,"The answer is (D).

The text describes the establishment of European colonies in the Americas and the impact it had on the indigenous populations. It does not mention the expansion of the African slave trade, therefore the answer is (D)."
133,"(A)

The Act of Supremacy was an attempt to prevent the spread of Protestantism in England."
134,"(A)

The text describes the ideas expressed by Thomas Paine in his pamphlet ""The Age of Reason."" He emphasized the importance of reason and individual liberty, and argued against the authority of religious institutions."
135,"The answer is (A) Neoclassicism.

The text states that the schools founded by the Medici family were largely devoted to the study of Plato, which is a form of neoclassicism."
136,"The answer is (D).

The text describes the ""concatenation of universal events"" that brought the men together on the ship. This is an example of cause-and-effect, where the cause is the events that led to the gathering of the men, and the effect is their presence on the ship."
139,"The answer is (A) Humanism.

Galileo Galilei's observations and conclusions about the Medicean planets are a prime example of humanism. Humanism emphasizes the importance of human reason and observation, rather than relying on ancient authority."
140,"The answer is (A) Article I.

The Molotov-Ribbentrop Pact was violated by Operation Barbarossa, which violated Article I of the agreement."
142,"The answer is D.

The text describes the new conditions for the recently emancipated serfs of Russia as stated in the text. It states that the serfs are granted full rights of free rural inhabitants, but also have obligations to the nobles. The nobles retain their property rights to all the lands belonging to them, but grant the peasants perpetual use of their household plots in return for a specified obligation. The peasants are also obligated to fulfill obligations to the noblemen fixed by the same arrangements."
143,"The answer is (C).

The text describes the perception of religious worship in ancient Rome by different groups. It states that the various modes of worship were considered equally true, false, and useful. Therefore, the text is mainly discussing religious skepticism. So the answer is (C)."
144,"The answer is (B) Religious.

The author laments the loss of religious traditions."
145,"The answer is (B).

The passage describes the mobilization of the French population during the Levée en Masse in 1793, in which all Frenchmen were required to contribute to the war effort. The passage emphasizes the need to harness the human resources of the new French Republic in order to achieve victory. Therefore, the answer is (B)."
146,"The answer is (A).

The phrase ""negotiations with the Tories"" suggests that the switch from a liberal-dominated to a conservative-dominated Parliament had been made complete."
147,"(A)

Castiglione's text primarily focuses on the physical and intellectual qualities of a Courtier, therefore, the reform he would most likely want to institute is the creation of male-only public high schools paid for by the state."
148,"The answer is (C) empiricism.

The method of inquiry elucidated by Francis Bacon in the passage is known as empiricism."
150,"The answer is D.

The document supports the demand for religious toleration. It argues that religious toleration is important for the preservation of human rights and liberties."
151,"The answer is (B)

The text describes the failure of the revolutions of 1848 in Germany. Therefore, the answer is (B)."
152,"The answer is (A).

The article states that the territories lying to the west of the line agreed upon by the contracting parties, which formerly belonged to Russia, will no longer be subject to Russian sovereignty. Therefore, the result of Article III of the treaty was the surrender of the western part of the German Empire to the Russian Empire."
153,"The answer is (D) Nationalism.

The text describes the results of Italian unification in the 19th century. It highlights the loss of Sicilian identity and the end of a historical era. This is a nationalist sentiment."
154,"The answer is (D).

The text describes the actions of Cortés's men in extracting gold from the city of Mexico. The text also mentions the punishment that Cortés imposed on those who refused to pay their share of the gold. This text describes the oppression of the conquered people and the exploitation of their resources."
155,"The answer is (A).

The text describes Napoleon's influence on the French Revolution. It does not mention any of the options listed in the answer choices, therefore I cannot answer this question."
156,"The answer is A.

The entry from 1802 indicates that Napoleon's conquest of most of Europe was due to his fear of losing power if he did not continue to win military victories."
157,"The answer is A.

The text describes the impact of industrialization on urbanization. The text states that the movement of many agricultural workers to the new industrial cities increased urbanization. Therefore, the answer is A."
158,"The answer is (C).

The text describes Galileo Galilei's observations of four planets orbiting Jupiter. The most revolutionary conclusion drawn from these observations was that the heavens are occupied by bodies revolving around each other rather than by God alone. This challenged the prevailing belief that the Earth was the center of the universe and paved the way for the development of the theory of planetary motion."
159,"The answer is (C).

The passage states that ""Perestroika is an urgent necessity arising from the profound processes of development in our socialist society."" So, Gorbachev argued that the need for perestroika had been long in the making."
160,"The answer is (A).

The publication of the Communist Manifesto coincided with a series of revolutions that gripped Europe in the same year."
161,"The answer is (A).

The Treaty of Brest-Litovsk was signed on March 14, 1918, between Germany, Austria-Hungary, Bulgaria, and Turkey on one side, and Russia on the other side. The treaty ended the war between the two sides and established a peace treaty. The treaty also included a provision for the cession of territory from Russia to Germany."
162,"(A)

The text describes the field of anthropology being born when scientific societies needed new ways of attracting members who were less interested in the study of the natural world."
163,"The answer is (C).

The text describes a debate about the existence of a unique German path in history. Therefore, the answer is (C)."
164,"The answer is (D).

The text describes regulations regarding the publication of newspapers in the United States. These regulations were adopted by the Germanic States in 1819. They require that all newspapers be approved by the state officials before they can be published. The regulations also apply to newspapers that are published in one state but distributed to another state.

William Frederick I was not alive in 1819, so he would not have been able to oppose the liberals described in the above decrees."
633,"Answer: (B)

The text describes a speech that advocates for nativism, which is the exclusion of foreigners from a country. The Alien and Sedition Acts of 1798 are examples of nativism."
635,"The answer is (A)

The song ""The Hayseed"" is about the corruption in government and big business. It highlights the public's demand for increased popular control and reform of local, state, and national governments."
639,"(A)

The text describes the declaration of war between the United States and Japan in 1941. It does not mention any economic consequences of the war, therefore I cannot answer this question."
640,"The answer is (C).

The passage describes a law that was passed in Pennsylvania in 1826, which aimed to regulate the sale and detention of slaves. This law reflects the ongoing conflict between those who favored gradual emancipation and those who favored immediate emancipation."
641,"(A)

The text describes the future of the United States as a great nation destined to manifest excellence and establish a temple dedicated to the worship of God. It does not discuss colonialism, women's roles, or the expansion of the West or slavery, therefore the answer is (A)."
642,"The answer is (A).

The text states that the Puritans believed that the freedom to practice religion should be extended to ""Puritans only."""
643,"The answer is (A).

The passage talks about the need to oppose the administration's arms buildup."
644,"Answer: (B)

The passage describes Logan's perspective on the situation, which is primarily his grief over the loss of his family."
645,"The answer is (C) The Apollo space program.

Kennedy's speech most directly led to the Apollo space program."
646,"The answer is C.

The text describes a situation in the 1980s, where there were challenges and conflicts in the world. One of the major conflicts was the invasion of Afghanistan by the Soviet Union. This event is described in the text as ""massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan."""
647,"The answer is (B).

In the third excerpt, Representative Conyers refers to ""Wounded Knee"" as an example of a federal misuse of power."
649,"The answer is (D).

The text describes Woodrow Wilson's proclamation declaring neutrality during World War I. It does not mention the Dawes Plan, therefore the answer is (D)."
651,"(A)

The text does not mention Alexander Hamilton or Federalist #15, therefore I cannot answer this question."
652,"(A)

The song lyrics describe a situation where a group of people banded together to oppress someone. The establishment of the minimum wage law was a similar accomplishment."
653,"The answer is (A) Imperialism.

The text describes a conflict in which a group of people sought to liberate themselves from colonial influence. This is an example of imperialism, which is the policy of extending a country's power and control over other countries."
654,"The answer is (A).

Coolidge is reacting against the economic policies of his predecessor Warren G. Harding."
660,"The answer is (D).

The text describes President Bush's ""new world order"" speech, which advocates for a new era of cooperation between nations. This speech is most directly reminiscent of the containment policy toward the Soviet Union."
661,"The answer is (A).

Hamilton's success in the Zenger case most directly reflects American desires for independence from Great Britain."
662,"The answer is (B)

The text describes Martin Luther King, Jr.'s letter from a Birmingham Jail in 1963, where he talks about the interconnectedness of communities and states. The text also mentions the women's rights movement and Susan B. Anthony. The text is related to the Equal Rights Amendment, which was ratified in 1920 and guarantees equal rights for all citizens."
663,"The answer is D.

The Populist Party Platform of 1892 shared many goals with the Jacksonian Democracy of the early 1800s."
665,"(A)

The Flushing Remonstrance was not directly incorporated into the U.S. Constitution, therefore the answer is (A)."
666,"The answer is (D).

The text describes the potential consequences of excessive taxation. It emphasizes the importance of safeguarding individual property rights and the connection between taxation and freedom. Therefore, the ideas expressed in the text are most influenced by the concept of individual liberty and the potential for government overreach."
667,"The answer is (A) Conservation, trust-busting, consumer protection.

The Progressive Party Platform of 1912 called for conservation, trust-busting, and consumer protection."
668,"The answer is A.

The sentiment expressed by Beveridge best exemplifies imperialism. Imperialism is a policy of governing a country or region by a powerful country, often through political or military force."
669,"The answer is D.

The text describes the events that occurred at Munfey Hill, where the author's group fought with the Indians and saved their Frontiers from danger. The trial of John Peter Zenger, which took place later, is not related to the events described in the text, therefore the answer is D."
670,"The answer is (A)

Andrew Hamilton assumes that Americans have more freedoms than people in other countries."
671,"The answer is (D).

The text does not mention intervention in the affairs of Central American governments, therefore the answer is (D)."
673,"(A)

The text describes the racist attitude of some white people towards blacks in the United States in 1865. It does not relate to the question of Hamilton's proposal for Federalist #15."
674,"The answer is (A) George Washington.

The text describes Senator Huey P. Long's proposal for a society with the motto ""Every Man a King."" In this proposal, Senator Long advocates for limiting the wealth of big men and ensuring that everyone has a minimum level of wealth. This is similar to George Washington's vision of a society where all men are created equal."
675,"The answer is D.

The Sugar Act of 1764 levied taxes aimed at raising revenue rather than regulating trade."
676,"(A)

The passage is about the dangers of totalitarian regimes and the need to keep hope alive. It does not relate to any of the other options."
677,"The answer is (C) Progressive Liberals.

The text describes libertarianism and conservatism as two sides of the same coin, with the former emphasizing individual freedom and the latter emphasizing limited government intervention. Progressive liberals, on the other hand, advocate for increased government intervention to address social issues and promote equality. Therefore, the group most opposed to the sentiments expressed in the excerpt would be the Progressive Liberals."
679,"(A)

The passage argues that the care of the mentally ill is a state concern, therefore the answer is A."
680,"(A)

Lincoln's promotion of the freedom of settlers to determine the slave status of their new state directly contradicted Douglass's sentiment that the federal government was supporting, defending, and propagating slavery."
681,"The answer is D.

The text describes a situation where people were seeking peace and wanted the US to leave them alone. This is an example of mutual coexistence."
683,"(A)

Douglass's statement is about the South in the 1850s, so the group most likely to support his perspective would be the Southern Democrats."
684,"The answer is (A)

Wheatley's poem is about being brought from Africa to America. The Declaration of Independence was signed in 1776, so it is not related to the poem."
685,"The answer is (B).

The text describes Washington, D.C. in 1801 as a rapidly developing city that was becoming known as the ""Paris of North America."""
687,"The answer is (A) Washington's Farewell Address.

The statement is most in harmony with the sentiments in Washington's Farewell Address."
688,"The answer is (C) Containment.

In the passage, Carter's approach to foreign policy is containment. He states that the US must meet the challenges presented by the Soviet Union and Iran, but he does not call for war. Instead, he calls for a united effort to meet these challenges."
689,"(D)

The text states that ""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature."" This quote is about the injustices of Spanish conquests in the New World and does not relate to the question of African slavery in Florida."
690,"The answer is (A).

The text describes the Vietnamese people's desire to be left alone in peace. The most important factor in the defeat of Democratic presidential candidates in the elections of 1952 and 1968 was the American public's desire to avoid conflict and return to a more conservative political and social life."
692,"(B)

The text describes Thomas Jefferson's victory in the election of 1800 and its significance. It does not mention any of the answer choices provided, therefore I cannot answer this question."
693,"The answer is (A).

The text describes the events of December 7, 1941, which was the bombing of Pearl Harbor. Therefore, the answer is (A)."
694,"The answer is (A).

The Zenger Case is best compared to Abraham Lincoln's suspension of habeas corpus during the Civil War."
695,"(D)

The text does not mention the Treaty of Versailles, therefore I cannot answer this question."
696,"The answer is (D).

Roosevelt's concerns are most directly comparable to those of the people who debated the Affordable Care Act of 2010."
698,"The answer is D.

The Zenger Trial was a landmark case concerning freedom of expression."
699,"The answer is C.

Hakluyt's text describes the potential for England to establish colonies in North America."
700,"The answer is (C) The abolition movement.

The text describes Martin Luther King Jr.'s letter from a Birmingham Jail in 1963, where he argued that injustice anywhere is a threat to justice everywhere. This letter is similar to the arguments made by the abolitionists during the nineteenth century."
701,"The answer is (A)

The sentiments expressed by Patrick Henry led most directly to the Declaration of Independence."
702,"The answer is (C).

The quotation is about the debate over federal power over the economy."
703,"(A)

The Married Women's Property Act was passed in New York State in 1848 to protect the property rights of married women. The act was supported by the Seneca Falls Convention, which was a group of women's rights activists."
704,"The answer is (D).

The text describes Samoset and Squanto, two Indians who lived in the east part of the country. Geronimo was a Native American warrior who lived in the Southwest region of the present-day United States. So the answer is (D)."
705,"The answer is A.

The legal decision described in the text is Brown v. Board of Education, which declared racial segregation in public schools unconstitutional. This decision had a significant impact on the United States, including continuing white resistance to desegregation, which sparked a series of social conflicts throughout the South."
