"ID","Predict"
"10","Outer Continental Shelf Revenue Sharing Act of 2005 - Amends the OutER Continental shelf Lands Act to direct the Secretary of Agriculture to: (1) provide for offshore leasing. preleasing. or any related activity. Requires any state that begins production on a leased tract on or after the date of enactment of such Act and calculating payments to producing States and coastal political subdivisions under this Act."
"11","Developmentmental Disabilities Assistance and Bill of Rights Act Amendments of 1993 - Amends the Developmental Disability Assistanced Act to authorize the Secretary of Health and Human Services (DODA) to require the Department of Commerce to: (1) promote. through systemic change. capacity building. and advocacy systems for individuals with developmental disabilities."
"12","Amends the Higher Education Act of 1965 to require agencies or association conducts an assessment of an institution's governing boards. including evaluation. interim sanction. and withdrawal or termination of accreditation proceedings. that comply with due process. Requires such agency and association to apply procedures throughout the accrediting process; (2) written notice of deficiencies at the institution of higher education or program being examined and e reasonable time period. expressly setting forth to correct the deficiencies; (3) appeal any adverse action by the agency against any such institution to an independent and impartial arbitration panel"
"13","Robset S. Walker and George E. Brown. Jr. Hydrogen Energy Act of 2001 - Amends the Spark M. Matsunaga Hydrogenic Research. Development. and Demonstration Act to direct the Secretary to conduct research and development program relating to production."
"14","Mercury Health Advisory Act of 2003 - Authorizes the Secretary of Health and Human Services to establish appropriate advisories for the distribution to the public of explanations of the potential adverse effects of mercury exposure."
"15","Amends the Atomic Energy Act of 1954 to authorize the Secretary of Energy to enter into 1- or more long-term contracts for the procurement. from a facility located within 25 miles of the current or former Department ofenergy defense nuclear facility. of products and services that are determined by the Department to be necessary to support waste cleanup and modernization activities at such facilities. including the following services and related products: (1) Waste remediation and environmental restoration.including treatment. storage. and disposal; and (2) technical services."
"16","Health Care Fraud Prevention and Paperwork Reduction Act of 2000 - Establishes the Commission on Billing Codes and Forms Simplification (HCFA) to establish a process under which the medicare program to restore the toll-free telephone Hotline here to respond within 30 business days respond with the correct billing or procedural answer. Requires in the Implementation of such guidelines."
"17","State Innovation Pilot Act of 2011 - Amends the Elementary and Secondary Education Act to direct the Secretary of Education to waive any statutory or regulatory requirement of the Act for a State educational agency. local educational agencies. Indian tribe. or school."
"18","No Second Chances for Murderers. Rapists. or Child Molesters Act of 1998 - Directs the Attorney General to administer the transfer of the following amounts from Federal law enforcement assistance funds of each state that convicted of a prior offense. Requires each person of murder. raped."
"19","Amends the Internal Revenue Act to revise the value of the gross estate."
"20","Constributions Legally Interdicted from Noncitizens To Our Nonprofits Act of 2016 or the CLINTON Act with respect to any period after the date on which such organization knowingly or willingly acceptings any contribution from any person connected to a foreign government."
"21","Reduce Expenditures in Nuclear Infrastructure Now Act or theREIN-IN Act This bill authorizes the funds authorized to be appropriated or otherwise made available for FY2014 or any fiscal year thereafter for the Department of Defense or in the Dept of Energy (DOE) to make the F-35 Joint Strike Fighter aircraft capable of carrying nuclear weapons."
"22","Amends the Internal Revenue Code to: (1) apply to any political organization for any taxable year."
"23","Clinical Laboratory Compliance Improvement Act of 2004 - Amends title XVIII (Medicare) of the Social Security Act to require each provider or clinical laboratory approved for participation under this Act. Requires the Secretary of Health and Human Services (HHS) to: (1) provide clinical diagnostic laboratory tests to post in a conspicuous place. with respect to testing. quality. and inadequately trained personnel."
"24","Amends the Internal Revenue Code to revise provisions of the Comprehensive Electricity Competition Act to: (1) whether any pre-effective date electric output facility bond shall be made without regard to any permissible competitive actions taken by the issuer if such bond were issued before the date of enactment of this Act requiring nondiscriminatory. open access to transmission facilities in a manner consistent with rules promulgated by these Act."
"25","United States-Afghanistan Status of Forces Agreement (SOFA) Act of 2011 - Directs the President to seek to negotiate and enter into a bilateral status of forces agreement with the Government of Afghanistan to: (1) prohibit the permanent basing or military presence of U.S. Armed forcess in Afghanistan. Requires any Senator or member of the House of Representatives. and contractors working for the Department of Defense."
"26","Amends Federal criminal code to direct the Secretary of Veterans Affairs (VA) to implement a system by which persons with limited English proficiency in English and of informing veterans of the provisions of this Act; and (2) ensure that such counseling and services are available to veterans who have limited proficiency to meaningfully access the services provided by the Department of Veteran Affairs. including identifying the non-English languages that are likely to be encountered. Requires such Secretary to: (1) develop procedures to improve access to programs and activities of such Department."
"27","Ensuring Defense Support to Catastrophic Incident Response Act of 2008 - Amends the Federal criminal code to require the Department of Defense to undertake civil support operations in response to catastrophic incidents in the United States. Requires such Plans to include strategies for the use of the armed forces. including units and personnel of such Regular components; and (2) ensure that the capability and resources needed to execute the Plans and operations plans."
"28","Energy Security Act of 2011 - Establishes the National Energy security program to coordinate the activities and policies of the Federal Government to ensure. to the maximum extent practicable. that the United States meets: (1) goals for reducing oil dependence. oil imports. and oil consumption; and (2) other energy policy goals. Requires a national oil independence plan."
"29","Return of Talent Act - Amends the Immigration and Nationality Act to direct the Secretary of Homeland Security to establish the Return with Talent Program to permit eligible aliens to temporarily return to the alien's country of citizenship in order to make a material contribution to that country if the country is engaged in post-conflict reconstruction activities. Requires an alien. parent. siblings. and any children who participates in the returns of talent Program established under this Act."
"30","Amends Federal law to authorize the Secretary of Health and Human Services to: (1) establish the payment of educational assistance to an individual for pursuit of a course or courses; and (3) fail to receive credit or training time toward completion of the individual's approved educational. professional. or vocational objective for the result of having to discontinue. Requires an eligible person who consists of institutional courses and alternate phases of training to fall within forty-four weeks of any period of twelve consecutive months."
"31","Strategyegic Overdrawal of Agencies for Meaningful Placement Act of 2018 orSWAMP Act This bill directs the Administrator of General Services to establish a process for Relocation of Headquarters."
"32","Minority Business Development Improvements Act of 2010 - Authorizes the Director of the Minorities Business development Agency to establish the minority business Development Program to assist qualified minority businesses. Requires a contract for manufacturing and construction services under this Act. Prohibits such directors to enter into agreements with the U.S. Government and any department. agency. or officer thereof having procurement powers for purposes of providing for the fulfillment of procurement contracts and providing opportunities for qualified minor businesses with regard to such contracts."
"33","Climate Change Drinking Water Adaptation Research Act - Directs the Administrator of the Environmental Protection Agency (EPA) to establish and provide funding for a program of directed and applied research. to be conducted through the nonprofit water research foundation and sponsored by drinking water utilities to assist suppliers of drinking Water in adapting to the effects of climate change. Requires research activities to include research into: (1) water quality impacts and solutions."
"34","Amends the Internal Revenue Code to allow a deduction for interest paid or accrued during the taxable year."
"35","Directs the Secretary of Labor to make a grant to an eligible university to establish the Center for the Study of Women and Workplace Policy (CDC) to compile and analyze available data and data sets on the difference between the earnings of men and women. including the Panel study of Income Dynamic housed At the University of Michigan in Ann Arbor. and to identify factors which affect differences in earnings. Requires each year after the publication of the best practices guide for businesses containing recommended guidelines for: (1) workplace equity. retaining women in the workplace; and (3) establish"
"36","Small Business Access to Capital Act of 2009 - Amends the Small business Investment Act to require the Secretary of Health and Human Services (HHS) to include the refinancing of existing indebtedness."
"37","National Commission on Fairness in the Workplace Act - Establishes a commission to conduct the impact of part-time jobs. Requires each member of the Commission to: (1) assess the trend toward creation of more part time of all matters. benefits. earning potential. and productivity and to study the practice of providing different wage and benefit levels to Part-Time jobs; and (2) an assessment of this Act. Authorizes the Commissioner to carry out its duties."
"38","Propane Education and Research Act of 1993 - Directs the Secretary of Energy to conduct a referendum as soon as Possible among producers and retail marketers to authorize the creation of the Propáne education and research Council and the levying of an assessment on odorized propane to the ultimate consumer or in the previous calendar year or other representative period. Requires each person voting to determine whether the industry favors termination or suspension for the order issued under this Act."
"39","Renewable Energy Act for Credit on Taxes - Amends the Internal Revenue Code to allow a credit against the tax imposed by the taxpayer during the taxable year."
"40","Citizens Improvement Act - Requires the Secretary of Commerce to review and report to Congress on the questions proposed to be included in the 2010 census of population and the American Community Survey."
"41","Electonic Campaign Disclosure Act of 1998 - Amends the Federal Election Campaign Act for 1971 to: (1) establish a public Internet Site not later than January 1. 1999. Requires any person filing the report directly on the site."
"42","harmaceutical Products Price Equity Act - Directs the President to issue such orders and regulations. and establish such procedures and reporting requirements to ensure that no pharmaceutical product are sold to any consumer in the United States at a price that is more than seven percent above the average retail price At which such product is sold with the fifth industrialized.free-market countries. other than the U.S. merchandise. Requires an officer or employee of any person having possession. custody. or care of the reports and records required to be made or maintained pursuant to this Act. except that such information may be disclosed to"
"43","Prepaid Card Consumer Protection Act of 2010 - Amends the Electronic Fund Transfer Act to authorize the Board of Governors."
"44","Appalachian Regional Development Act Amendments of 2002 - Amends the Appralachians Regional development Act of 1965 to require the President to provide technical assistance. enter into contracts. or otherwise provide funds to persons or entities in the region for projects: (1) increase affordability access to advanced telecommunications. entrepreneurship. and management technologies or applications to compete as both employment and economic growth and the preservation of natural resources; and (3) develop programs to increase the readiness of industry groups and businesses that carry out economic development resources by the federal agencies to engage in electronic commerce."
"45","Amends Federal Civil Air Patrol (Air Patrol) to direct the Chief of Staff of the Air Force. Requires the National Board of Directors to make such organizational elements as approved by the Secretary of this Act. Prohibits any compensation. other than the Regular military compensation to which the officer or member are otherwise entitled to is not precluded by any law or regulation prohibiting active duty members for the armed forces or civilian employees from participating in the management of non-Federal entities."
"46","Removal of Terrorist Criminal Aliens Act of 2003 - Amends the Immigration and Nationality Act to authorize the Secretary of Homeland Security (DHS) to determine whether alien is Deportable and issue a final order of removal pursuant to the procedures set forth in this Act."
"47","Tinage Pregnancy Reduction Act of 1996 - Directs the Secretary of Health and Human Services (HHS) to arrange for the evaluation of a wide variety of promising programs designed in whole or part to prevent pregnancy in teenagers. including programs that do not receive grants from the Federal Government to the operation of the program; and (2) methods for replicating the programs in other locations. Requires such evaluation to include administrators of prevention programs. public and private entities that provide financial support to such programs."
"48","Children's Bicycle Helmet Safety Act of 1993 - Directs the Consumer Product Safety Administration to: (1) enforce a law that requires individuals under the age of sixteen to wear approved bicycle helmets; (2) develop and administer isa program to educate individuals Under the Age of 16 and their families on the importance of wearing such helmett. Requires such grantees to use wide discretion in designing programs that effectively promote increased bike helmet use."
"49","Election Employment Verification Reauthorization Act of 2008 - Amends the IIlegal Immigration Reform and Immigrant Responsibility Act to direct the Secretary of Homeland Security (DHS) to terminate a pilot program At the end of the eleven-year period beginning on the first day. Requires each employer participating in the E-Verify Program and shall comply with the terms and conditions of such election; and (2) require any employer or class of employers to participate as of. or hired after. the date on which such individual's employment authorization are scheduled to expire."
"50","Help Abuse andfraud in Electronic Lending Act of 2018 or the SAFE Lender Act to allow a transaction that extends credit that are not creation by the financial institution that holds the customer account from which the check is to be paid; and (2) reduce the amount as the Federal consumer financial law. and (3) extended pursuant to the exercise of. or attempt to exercise. Amends the Electronic Fund Transfer Act."
"51","National Advisory Commission on Tax Reform and Simplification Act of 2001 - Establishes within the legislative branch a National Markt advisory Commission to study and report Back to Congress recommendations on simplifyingd. reforming. or replacing the Internal Revenue Code of 1986."
"52","Amends the Foreign Assistance Act of 1961 to direct the President to submit to the appropriate committees of Congress a report identifying each country. if any. that there is not cooperating fully with the United States in achieving full compliance with such goals and objectives of the U.S. Convention Against IIlicit Traffic in Narcotic Drugs and Psychotropic Substances; (2) are not taking adequate steps on its own to achieve Full compliance of such Goals. Authorizes appropriations on countries Subject to Withholding of Bilateral Assistance."
"53","Veterans Health Care Facilities Capital Improvement Act of 2011 - Amends the Veterans Benefits. Healthcare. and Information Technology Act for 2006 to authorize the Secretary of Veterans Affairs (VA) to carry out the Major medical facility projects to expand purpose of major medical facilities projects. Requires each Project to be carried out in the amount specified for each project: (1) construction of seismic corrections for Building100 of Major Medical Center in Seattle. Washington. California. for which amounts were appropriated under the Supplemental Appropriations Act."
"54","Sportsmen's Bill of Rights Act - Amends the Federal Aid to provide that the United States to aid the States in wildlife-restoring projects. and for other purposes. Requires a federal agency responsible for the federal public land or water to fish or Hunting."
"55","VA Major Construction Authorization and Expiring Authorities Extension Act of 2012 - Authorizes the Secretary of Veterans Affairs to carry out the Major medical facility projects in Miami. Florida. for the purpose of complying with the Statutory Pay-As-You-GO Legislation (VA) projects to reduce the net value of real property securing a defaulted loan for purposes of liquidation."
"56","Selected Reserve Home Loan Equity Act - Amends the Federal criminal code to authorize the loan fee to purchase or construct a dwelling with 0-down. or any other initial loan described with 5-down or 10-down (closed before October 1. 2011."
"57","Native American $1 Coin Act - Amends Federal criminal code to revise the U.S. Armed Forces during World War II. Directs the Secretary of the Interior to mint and issue $1 coins that celebrate the important contributions made by Indian tribes and individual Native Americans in United States history. Requires each design on the reverse chosen with the Commission of Fine Arts and Review by the Citizens Coinage Advisory Committee."
"58","Stop Errors in Credit Use and Reporting Act or the SECURE Act - Amends the Fair Credit reporting act to authorize the court to award injunctive relief to require compliance with the requirements imposed under this Act to: (1) award the prevailing party costs and reasonable attorney fees. including all documentation. provided by the consumer and reseller's consumer or reseller. Requires a court with respect to any consumer. Prohibits such relief for the issuing of any successful action for that court; and (2) review and consider all relevant information."
"59","Rural Rental Housing Act of 2003 - Authorizes the Secretary of Housing (USDA) to establish a project for the acquisition. rehabilitation. or construction of rental housing and related facilities to an eligible rural area for occupancy by Low-income families. Requires an Indian tribe."
"60","Telecommunications Economic Opportunity Act of 1995 - Requires the Commission to require each provider of s technology. supplies. services. materials and construction work from business enterprises that are owned by minorities or women to apply for procurement contracts; and (2) establish regulations for implementing programs under this Act."
"61","RCAF/RAF-Americans Congressional Gold Medal Act - Directs the Speaker of the House of Representatives and the President pro tempore of in the Senate to make appropriate arrangements for the presentation. on behalf of these Congress. of a single gold medal of appropriate design in commemoration of all U.S. nationals who joined the Royal Canadian Air Force during World War II.both before and après Japan's Attack on Pearl Harbor. in recognition of their contributions to the Nation. Requires that the Smithsonian Institution for display as appropriate and available for"
"62","Appalachian Regional Commission Reform Act - Requires the Commission to: (1) regional commissions. such as the Delta Regional Authority. the Denali Commission. and the Northern Border regional Commission. Establishes each headquartered in their respective region; (2) headquartering regional commissioners within the region affected as a sensible approach to ensure that the commissionsent are housed in more affordable locations than the District of Columbia. thereby reducing administrative overhead and making such Commissions closer and more accountable to the consumers. Authorizes appropriations."
"63","New Aid for Trustworthy. Affordable Drugs Act (NAFTA Drugt Act - Amends the Federal Food. Drug. and Cosmetic Act to require the United States Trade Representative to enter into agreements with other NAFTA countries to harmonize regulatory requirements for drugs that drugs approved for commercial distribution in any NFATA country to be imported or exported from any U.S. trade Representative. Requires that the proposed agreement defines: (1) the display of a seal on the labeling of the drugs involved."
"64","Silicon Valley Desert Conservation and Recreation Act - Establishes the Vinagre Wash Special Management Area to: (1) acquire a joint Memorandum of Understanding with the Imperial County Board of Supervisors; and (3) prohibit the appropriation of the land."
"65","Workplace Employee Stock Option Act of 2002 - Amends the Internal Revenue Code to allow an option to acquire stock as ordinary income."
"66","Climate Change Investment Act of 2006 - Amends the Internal Revenue Code to allow the credit for producing fuel from a nonconventional source."
"67","Strengthaffing for Adequate Fire and Emergency Response Act of 2001 or as the SAFER Act in order to ensure sufficient funding to increase the number of firefighting personnel throughout the Nation. Requires the Secretary to make grants to eligible entities to pay for the federal share of the cost of carrying out projects to hire firefighters."
"68","Competiveness Tax Credit Act - Amends the Internal Revenue Code to allow the manufacture and other productive equipment credit for any taxable year is different to the sum of: (1) the domestic Equipment credit."
"69","Keep Americans Working Act - Amends the Internal Revenue Code to require an employer to certify that continuation of health benefits and retirement benefits under a defined benefit pension plan."
"70","Prescription Drug Fairness for Seniors Act of 1998 - Directs the Secretary of Health and Human Services to furnish to each Medicare beneficiary a drug benefit Card that enables the beneficiary to purchase covered outpatient drug that is listed on the Federal Supply Schedule of the General Services Administration (GDGD) and making prescription drugs available to Medicare beneficiaries at substantially reduced prices. Requires such pharmacy discount price for each covered Outpatient drugs to holders of Medicare drug benefits cards."
"71","Energy Freedom and Economic Prosperity Act - Amends the Internal Revenue Code to repeal the credit for alcohol fuel. biodiesel. and alternative fuel mixtures."
"72","Treatment of Children's Deformities Act of 1998 - Amends the Public Health Service Act to provide coverage for outpatient and inpatient diagnosis and treatment of a minor child. Requires coverage to include any surgical treatment which. in the opinion of the treating physician. is medically necessary to approximate the functional appearance."
"73","Biennial Appropriations Act - Amends the Congressional Budget Act of 1974 to direct the congressional budget process for any fiscal year as follows: (1) First Monday to submits his or her budget; (2) submit views and estimates to Budget committees. Requires appropriation bills to be considered in the House."
"74","Pitoriasis and Psoriatic Arthritis Research. Cure. and Care Act of 2011 - Directs the Secretary of Health and Human Services (HHS) to acting through the Director of the Center of Mental Health (HSS) in the United States ranges between between two and three percent of individuals in each congressional district."
"75","National Commission for the New National Goal: Advancement of Global Health Act - Establishes a national strategy for coordinating governmental. academic. and public and private health care entities for its purpose of the global eradication of disease. Requires the Commission to: (1) recommend to the Congress """"NEC) to propose. use."
"76","Veterans Mobility Safety Act of 2016 This bill amends the Federal criminal code to require the Department of Veterans Affairs (VA) to develop a comprehensive policy regarding quality standards for providers who provide modification services to veterans under the automobile adaptive equipment program. Requires such policy to cover each of the following requirements for safety and quality of technology and installation of equipment through the automotive adaptive technology program. including with respect to the defined differentiations in levels of modification complexity; and (3) establish procedures that ensure against the use of enactment of this Act."
"77","Older and Disabled Americans Criminal Protection Act of 1998 - Authorizes the Attorney General to conduct a search and exchange of records under the Criminal Justice Information Services Division of the Federal Bureau of Investigation for any criminal history records corresponding to the fingerprints or other positive identification submitted."
"78","Amends Federal criminal code to prohibit fishing and wildlife officer. Requires each individual who served as a fish and Wildlife officer before the effective date of this Act. Makes such service credited and annuities established by the Office of Personnel Management. which would have been Deducted and withheld from the basic pay of such individual."
"79","Hunger Weapons Prohibition Act of 1993 - Amends Federal criminal code to prohibit any person to transfer an assault weapon. Requires the Secretary of the Treasury to recommend to the Congress that the definition of such weapon. with respect to a transfer to or by or under the authority of. the U.S. or any department or agency thereof."
"80","Small Business Procurement Assistance Act of 1993 - Amends the Small business Act to prohibit small business concerns owned and controlled by women."
"81","Open Our Democracy Act of 2014 - Directs the Secretary of the House of Representatives to be elected to such office pursuant to the following elections held by the State in which the candidate seeks election: (1) a single open primary election for each office of Member. regardless of our candidate's political party preference. Requires that each state shall hold the option of declaring enactment implied."
"82","Twenty-First Amendment Enforcement Act - Amends the Webb-Kenyon Act (Sec. 2) This bill requires the District courts of the United States to bring a civil action to: (1) restrain the person from engaging. or continuing to engage. in the violation; and (2) enforce compliance with the State law regulating the importation or transportation of any intoxicating liquor. Requires that the attorney General determines to be necessary to any individual and any partnership. corporation. corporate. firm. society. association. joint stock company. trust."
"83","Natural Gas Reserve Act of 2001 - Amends the Energy Policy and Conservation Act to direct the Secretary of the Treasury to establish. maintain. and operate a natural gas Reserve."
"84","Classroom Act of 1993 - Authorizes the Secretary of Education to award grants to States to carry out activities in the plan submitted pursuant to this Act to establish a program to develop and expand the use of high quality curriculum-based learning resources using state-of-the-art technologies and techniques which are or Can be designed to increase the achievement levels of students in subject areas including mathematics. science. geography. history and language arts. Requires such grant grant to each state having adapted and applied nationally; and (2) raise its achievement level level. if such programs or systems are commercially unavailable to"
"85","Frontline Medical Education Act - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services to provide for payment to the center for direct graduate medical education costs."
"86","Financial Savings Reform Act of 2011 - Amends Federal Acquisition Regulatory Council to amend the federal Acquisition Regulation to require the heads of executive agencies. to the extent possible. for use online reverse auction. or an equivalent method. in the procurement of commercial items above the simplified acquisition threshold whenever doing so would be expected to result in savings. Requires the regulatory guidance to address the circumstances in which use of reverse Auctions are appropriate. and direct agencies in deciding whether to use auctions or that is given to its use."
"87","Biodiesel Energy Development Act of 1997 - Amends the Energy Policy and Conservation Act to allow alternative fuel use in nonroad vehicles. engines. and marine vessels."
"88","Air Travelers Fair Treatment Act of 2001 - Amends Federal aviation aviation law to authorize the Secretary of Transportation to prescribe regulations to establish minimum standards for resuscitation. emergency medical. and first-aid equipment and supplies to be carried on board an aircraft operated by an air carrier in air transportation that is capable of carrying At least 30 passengers; and (2) provide the ticket agent with written notice."
"89","Medicare Fraud Enforcement and Prevention Act of 2013 - Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (SSA) to allow knowingly buy. sells. or unlawfully distributes. Requires such acts."
"90","Educational Tax Credit Simplification Act of 2004 - Amends the Internal Revenue Code to allow a credit against the tax imposed by the taxpayer during the taxable year."
"91","Department of the Interior Reform and Savings Act of 1993 - Amends the Helium Act Amendments of 1960 to direct the Minerals Management Service. Royalty Management Program. to develop and implement an automated business information system to provide to its auditors a lease history that includes reference. royalty. financial. compliance history. pricing and valuation. and other information; and (3) improve Federal helium program operations."
"92","recruit and Reward Future Math and Science Teachers of America Act of 2000 - Authorizes the Secretary of Education to award grants to eligible institutions to provide 500 scholarship awards to outstanding students enrolled in an accredited teacher training graduate program who are committed to pursuing careers teaching math and science at an urban or rural secondary level classroom; and (3) provide mentoring programs for novice teachers in their first two years. Requires such scholarships to be eligible to receive funds if there are fewer than $100.000 per academic year for the purpose of the National Math-Science Teacher Scholarships on a competitive basis to qualifying higher education institutions with graduate"
"93","Irishation Subsidy Reduction Act of 1996 - Amends the Reclamation Reform Act to require an individual or legal entity that operates a single farm operation on shared parcels of land that is owned or leased by another person under any Form of agreement or arrangement (or agreements or arrangements); and (2) if the Individual or Legal entity. Requires such entity to be considered to Operat."
"94","Hospital Price Disclosure Act of 2005 - Ambulatory Surgical Centers and Public Posting. Requires the Secretary of Health and Human Services (HHS) to report to each procedure or drug selected for certaininpatient setting. or the center performed the procedure during such quarter. Amends title XVIII (Medicare) of the Social Security Act to establish rules for the classification of different procedures and services to hospitals and ambulatory surgical centers."
"95","Preserving Equitable Access to Community-based Home Health (PEACH) Act of 2009 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to designate a home health agency that meets the criteria under this Act."
"96","Long Island Sound Stewardship Act of 2004 - Establishes the Long island Sound Sound Stevenship System regions to encompass the immediate coastal upland and underwater areas along Long Islands Sound. including those portions of the Sound with coastally influenced vegetation. Requires such Committee to: (1) include equal representation of such interests; and (2) the interests of nongovernmental organizations. and local governments interests."
"97","Strengthening the Transition and Reintegration of the National Guard and Reserves Act or theSTRONGR Act - Amends the Federal criminal code to increase the amount of transitional health care coverage to member of a reserve component of its uniformed services."
"98","Medicare Cash and Counseling Program Act of 2005 - Amends title XIX (Medicaid) of the Social Security Act to authorize the Secretary of Health and Human Services (SSA) to provide. asmedical assistance."
"99","Manhattan Project National Historical Park Act - Establishes the National Park System the Manhattan project National Historic Park to consist of facilities and areas listed under this Act to include the area referred to the Secretary of Energy (DOE) to conduct a special resource study of the historically significant sites associated with the Brooklyn Project to assess the national significance. suitability. and feasibility of designating one or more sites for the Clinton Project. Requires such Park."
"100","Ghanaistan and Central Asian Republics Sustainable Food Production Act of 2001 - Directs the Administrator of the United States Agency for International Development to provide assistance to nongovernmental organizations for the purpose of carrying out activities."
"101","Radio Broadcasting Preservation Act of 2000 - Amends the Federal Communications Commission to modify the rules authorizing the operation of low-power FM radio stations. as proposed in MM Docket No. 99. to: (1) prescribe minimum distance separations for third-adjacent channels (as well as for co-channels and first- andsecond-AWchannel channels; and (2) prohibit any applicant from obtaining a Low- power FM license. Requires such license shall be invalid."
"102","Military Readiness Enhancement Act of 2010 - Amends the National Defense Authorization Act for Fiscal Year 1994 to prohibit any person seeking to become a member of the armed forces; (2) Discrimination on the basis of sexual orientation against any member in the Navy. Requires such policy to require the Secretary of Defense to establish. implement. or apply any personnel or administrative action relating to promotion. transmotions. evaluations."
"103","Selling Main Street FIRST Act or the Put Main street FIRST. Finishing Irresponsible Reckless Speculative Trading Act - Amends the Internal Revenue Code to prohibit the tax on trading transactions."
"104","Amends the Internal Revenue Code to authorize the Secretary of the Treasury to: (1) acquire the land on which the facility are to be constructed. Requires such credit with respect to such bond."
"105","First Responders Support Act of 2008 - Amends the Omnibus Crime Control and Safe Streets Act to authorize the Attorney General to promulgate regulations to establish the amount of financial assistance under this Act."
"106","Turkish Human Rights Act - Requires the Secretary of State to: (1) establish a systematic and widespread pattern of human rights abuses by the Government of Turkey for FY 1998."
"107","Millenniumrobicide Development Act - Requires the Secretary of Health and Human Services (HHS) to: (1) ensure that mothers are not infected with HIV."
"108","Environmental Finance Act of 1995 - Directs the Administrator of the Environmental Protection Agency to establish an Environmental Financial Advisory Board to provide Expert advice and recommendations to Congress and the administrator on issues. trends. options. innovations. and tax matters affecting the cost and financing of environmental protection by State and local governments; and (2) establish and support Environmental finance Centers in institutions of higher education; (2) Develop alternative financing mechanisms and strategies to expand opportunities for the export of U.S. financial services and environmental technologies. Requires appropriations."
"109","Effective Terrorists Prosecution Act of 2006 - Amends the Military Commissions Act for the Armed Forces."
"110","Protectting Consumer Phone Records Act - Authorizes any person to acquire or use the customer proprietary network information of another person without that person's affirmative written consent that meets the requirements of the Electronic Signatures in Global and National Commerce Act. Requires an IP- enabled voice service provider. knowing that the other person shall obtain the information from such carrier or provider."
"111","Amends the Federal criminal code to authorize the Secretary of Veterans to conduct a program for honoring the memory of covered individuals by preparing and sending to eligible recipients's death for which benefits would have been payable."
"112","National Oceanic and Atmospheric and Satellite Program Authorization Act of 1993 - Authorizes the Secretary of Commerce to carry out the operations and research duties of the National Weather Service. $473.255.000 for FY 1995."
"113","Amends the Internal Revenue Code to allow a qualified State tuition program to be excluded from taxation of tax onunrelated business income of charitable organizations."
"114","Après Care Act of 2007 - Directs the Attorney General of the United States and the Secretary of Health and Human Services (HHS) to establish and maintain a program to provide to each eligible individual treatment for HIV/AIDS throughout the treatment period. Requires each individual as explicit conditions of supervised release."
"115","Trade Accountability Study Act - Establishes the Trade Impact Review Commission to: (1) determine the extent to which exports of goods of the United States to NAFTA countries. Requires each member appointed by the President."
